distance_from_stop	ck-1a	upf1	set-1	prd-1	pabp-2	set-2	wc-2	frq	csp-1	pkac-1	frh	NCU06565	cka	ckb-1	rco-1	nab2
311	0	0	0.5	90	5.5	3.5	31	0	3.5	0	0.5	22.5	3	134.5	0	7
312	0	0	0.5	90.5	5.5	4	31	0	3.5	0	0.5	22.5	3	137	0	7.5
313	0	0	0.5	94.5	5.5	4	14.5	0	3.5	0	0.5	21.5	3	137.5	0	7.5
314	0	0	0.5	82.5	5.5	4	14.5	0	3.5	0	0.5	21	3	138	0	22.5
315	0	0	0.5	82	5.5	4	12.5	0	3.5	0	0.5	12	3	138	0	24.5
316	1	0	0.5	83	5.5	4	9	0	3	0	0.5	12	3	138.5	0	25
317	1	0	0.5	82.5	5.5	4	9	0	3	0	0.5	11.5	3	139	0	25
318	1.5	0	0.5	82.5	5.5	4	9	0	3	0.5	0.5	10.5	3	139	0	33
319	1.5	0	0.5	82	5.5	4	9	0	3	2.5	0.5	10.5	3	139	0	34.5
320	1.5	0	0.5	82	5.5	3.5	9	0	3	2.5	0.5	10.5	3	139	0	34
321	1.5	0	0.5	80.5	6	3.5	9	0	3	3	0.5	10.5	3	139	0	44.5
322	1.5	0	0.5	79	5.5	3.5	6.5	0	3	3	0.5	10.5	3	139	0	44.5
323	2	0	0.5	75	5.5	3.5	3.5	0	3	6	0.5	9.5	3	139	0	45.5
324	2	0	0.5	57	5.5	3.5	3.5	0	3	11.5	0.5	8	3	139	0	45.5
325	2	0	0.5	56	5.5	3.5	3	0	3.5	15.5	0.5	8	3	139	0	45.5
326	2	0	0.5	56	5.5	3.5	3	0	3	17.5	0.5	7.5	3	139	0	45.5
327	2	0	0.5	55	5.5	3.5	3	0	3	18	0.5	7.5	3	139	0	47
328	2	0	0.5	55	6	3.5	3	0	3	18	3	6.5	3	139	0	72.5
329	2	0	0.5	56	6	3.5	3.5	0	3	19.5	3	2	3	139	0	161
330	2	0	0.5	56	5.5	3.5	3.5	0	3	21	3	2	3	139	0	165.5
331	2	0	0.5	57	3.5	3.5	3.5	0.5	3	52.5	3.5	1.5	3	137	0	169.5
332	2	0	0.5	55.5	2.5	3.5	3.5	0.5	3	52.5	11.5	1.5	3	127.5	0	172
333	2	0	0.5	56	2.5	3.5	3.5	0.5	3	54.5	14	1.5	3	97	0	199.5
334	2	0	0.5	56.5	2.5	3.5	4	0.5	3	54.5	15	1.5	2.5	94	0	200
335	2	0	0.5	56.5	5.5	3.5	4	0.5	3	56	15.5	1.5	2.5	83	0	202
336	2	0	0.5	55.5	5.5	3.5	4	0.5	3	57	16	1.5	2.5	81.5	0	258.5
337	2	0	0.5	58	5	3.5	4	0.5	3	59	16.5	1.5	2.5	78	0	260.5
338	2	0	0.5	77	5.5	3.5	3.5	0.5	3	59	20	1.5	2.5	77.5	0	278
339	2	0	0.5	87.5	6.5	3.5	3.5	1	3	59	20.5	1.5	2.5	75	0	280.5
340	3	0	0.5	91.5	8	3.5	3.5	1	3	59.5	20.5	1.5	2.5	74	0	290.5
341	3	0	0.5	93.5	9	3.5	3.5	1	3	59.5	20.5	1	2.5	72	0	309
342	3	0	0.5	94	12	3.5	3.5	1	3	59.5	21.5	1	2.5	72	0	310.5
343	3	0	0.5	94	11.5	3.5	3.5	1	3	59.5	21.5	1.5	2.5	72	0	312
344	4	0	0.5	94	11.5	3	3.5	1	3	59.5	21.5	27	2.5	72	0	312.5
345	4	0	0.5	94.5	12.5	3	3.5	1	3	60	21.5	27.5	2.5	72	0	314
346	4	0	0	94.5	15.5	2.5	3.5	1	3	60	21.5	29	1	72	0	314.5
347	4	0	0	94.5	22	2.5	3.5	1	3	60.5	21.5	29	1	72	0	314.5
348	4	0	0	95	24	2	3.5	1	3	68	21.5	33.5	1	72	0	315.5
349	4	0	0	94.5	24.5	4	3.5	1	3.5	68.5	21.5	33.5	1	72	0	316
350	4	0	0	93	28.5	6.5	3.5	1	3.5	70	135	33.5	1	72	0	317
351	4	0	0	93.5	29	9	3.5	1	3.5	70.5	162	33.5	1	72	0	317
352	4	0	0	93.5	29	14.5	3.5	2	3.5	71	166.5	33.5	1	70	0	317.5
353	4	0	0	93	29.5	15	3.5	2	3.5	71	176	33.5	1	70	0	317.5
354	4	0	0	93	33.5	15	3.5	2	2.5	71	424	36.5	0.5	70	0	318.5
355	4	0	0	90	34.5	15.5	3.5	2	2.5	71	431.5	58.5	0.5	70	0	318.5
356	4	0	0	91	34.5	15.5	3.5	2	2.5	71	486	59.5	0.5	70	0	319
357	4	0	0	90	35	15.5	3.5	2	2.5	71.5	495.5	59.5	0.5	70	0	320.5
358	7	0	0	90	37.5	15.5	3.5	2	2.5	72	508	60	0.5	70	0	320.5
359	7	0	0	90	37.5	15.5	3.5	2	2	72	526	60.5	0.5	68	0	320.5
360	7	0	0	90	37.5	15.5	3.5	3	2	72	535	61	0.5	63	0	320.5
361	7	0	0	90	37.5	15.5	3.5	3	2.5	72	539.5	61	0.5	61	0	320.5
362	7	0	0	90	42.5	15.5	3.5	3	2.5	72.5	544.5	61	0.5	61	0	320.5
363	7	0	0	90	45	15.5	3.5	3	2.5	72.5	549.5	61	0.5	60.5	0	320.5
364	7	0	0	91.5	50.5	15.5	3	3	2.5	72.5	553.5	61	0.5	57	0	320.5
365	7	0	0	91.5	52.5	15.5	3	3	2.5	72.5	555.5	61	0.5	20	0	320.5
366	7	0	0	91.5	53.5	15.5	3	6	2.5	72.5	559	61	0.5	19	0	320.5
367	7.5	0	0	90.5	57	16	3	8.5	2.5	72.5	560.5	61	0.5	17	0	320.5
368	7.5	0	0	90.5	57.5	16	3	13	2.5	72.5	562	61	1	17	0	320.5
369	7.5	0	0	90.5	57.5	16	3	20	2.5	72.5	563	61	1	16	0	320.5
370	7.5	0	0	91	57.5	16	3	26.5	2	72.5	563	61	1	16	0	320.5
371	7.5	0	0	91.5	58	16	3	27.5	2	72.5	563	61	1	16.5	0	320.5
372	7.5	0	0	89.5	61	16	3	28	2	72.5	563.5	61	2	16	0	320.5
373	7.5	0	0	89.5	67	16	3	28	2	72.5	563.5	61	2	16	0	321.5
374	7.5	0	0	88	83.5	16	3	28	2	72.5	563.5	61	2	16	0	321.5
375	7.5	0	0	72	90	16	3.5	28	2	72.5	564	61	2	15	0	321.5
376	7.5	0	0	71.5	90.5	16	3.5	30.5	2	72.5	564	61	2	13.5	0	321.5
377	7.5	0	0	71.5	91	15.5	5	34.5	2	72.5	564	61	2	13	0	321.5
378	7.5	0	0	71	94.5	14.5	5	35	2	72.5	564.5	61	2	12.5	0	321.5
379	7.5	0	0	68.5	105.5	14.5	5.5	35	2	72.5	564.5	61	3	12.5	0	321.5
380	7.5	0	0	68	105.5	14.5	5.5	36	2	72.5	564.5	60.5	4	12.5	0	321.5
381	7.5	0	0	67	109.5	15	5.5	45	2	72.5	564.5	60.5	4.5	12.5	0	318.5
382	7.5	0	0	66.5	109.5	15	5.5	85	2	72.5	564.5	60.5	6.5	10.5	0	318.5
383	7.5	0	0	66	109.5	15	5.5	88	2	72.5	564.5	60.5	9.5	10.5	0	318.5
384	7.5	0	0	66	109.5	15	5.5	89	2	72.5	564.5	60.5	11	10.5	0	316.5
385	7.5	0	0	65.5	110	15	5.5	90	2	72.5	564.5	60.5	11	8.5	0	316.5
386	7.5	0	0	65	110	15.5	5.5	92	2	72.5	564	60.5	11.5	6	0	316
387	7.5	0	0	64.5	123.5	15.5	5.5	92	2	72.5	564	60.5	13	5.5	0	316
388	7.5	0	0	64	134.5	15	5.5	92	2.5	72.5	564	60.5	13.5	5	0	315.5
389	7.5	0	0	60	135.5	19.5	5.5	92	2.5	72.5	564	60.5	15.5	5.5	0	315.5
390	7.5	0	0	60	139	19.5	5	92	2.5	72.5	564	60.5	16.5	5	0	298
391	7.5	0	0	60	139	22	3.5	92.5	2.5	72.5	564	60.5	17	5	0	297.5
392	6.5	0	0	59	139	23	4	93	2.5	72.5	564	60.5	17.5	4.5	0	297.5
393	6.5	0	0	59	139.5	23	4	93.5	2.5	72	564	60.5	19	10.5	0	295
394	6	0	0	59.5	140	23	4	93.5	2.5	71.5	564	60.5	19	11	0	287
395	6	0	0	59.5	140.5	33.5	4	94	2.5	69.5	564	60.5	19	11	0	286
396	6	0	0	59.5	140.5	34.5	4	94	2.5	69.5	564	60.5	19	11	0	285
397	6	0	0	59.5	142.5	34.5	4	93.5	2.5	69.5	564	60.5	19.5	11	0	275.5
398	5.5	0	0	59.5	143.5	35	4	93.5	3	69.5	564	60.5	20	11	0	275
399	5.5	0	0	59.5	144	35	4	93.5	3	65	564	60.5	20.5	11	0	274.5
400	5.5	0	0	59.5	144	35	4	94	3	60.5	564	60.5	20.5	11	0	274.5
401	5.5	0	0	59.5	145	35	4	93.5	2.5	55	564	60.5	20.5	11	0	274.5
402	5.5	0	0	59	145	35	4	93.5	2.5	55	564	60.5	20.5	11	0	274.5
403	5.5	0	0	58	146	35	4	94.5	2.5	55	563.5	60.5	21.5	11	0	270.5
404	5.5	0	0.5	58.5	187	35	3.5	96	2.5	55	561.5	60.5	23	11	0	244.5
405	5.5	0	0.5	57.5	190	35	3.5	96	2.5	53.5	561.5	60.5	23.5	11	0	151
406	5.5	0	0.5	57	192	35	3.5	97	2.5	52	561.5	60.5	24	15	0.5	146
407	5.5	0	0.5	56	192	35	3.5	97	2.5	19.5	559.5	60.5	25.5	56	0.5	NA
408	5.5	0	0.5	55.5	192.5	35	3.5	97	2.5	18.5	550	60.5	25.5	72	0.5	NA
409	5.5	0	0.5	55	192.5	35	3.5	97	2.5	17	550	60.5	47	72	0.5	NA
410	5.5	0	0.5	54.5	193	35.5	3	97	2.5	17	549	60.5	49	72	0.5	NA
411	5.5	0	0.5	54.5	188	35.5	3	97	2.5	15.5	548	60.5	49	72.5	0.5	NA
412	5.5	0	0.5	54	190	36	3	97	3	14.5	547.5	60.5	49	98	0.5	NA
413	6.5	0	0.5	51	191	36	3	97	3	13	547	60	51.5	100	0.5	NA
414	6.5	0	0.5	20.5	191	36	3	97	3	13	543.5	60	51.5	101	0.5	NA
415	6.5	0	0.5	15.5	188.5	36	3.5	97	3	13	543.5	60.5	51.5	104	0.5	NA
416	5.5	0	0.5	14.5	189	36	3.5	97	3	13	543.5	60	52	104	0.5	NA
417	5.5	0	0.5	8.5	189.5	36	3.5	97	3	13	543.5	60	52	104	0.5	NA
418	5.5	0	0.5	8.5	186.5	36	3.5	97	3	15	543	59.5	52	105	0.5	NA
419	5.5	0	0.5	8.5	188	36	3.5	97	3	15	543	58.5	52	105.5	0.5	NA
420	4.5	0	0.5	8.5	187	36	3.5	97	3	15	543	34	52	106.5	0.5	NA
421	4.5	0	0.5	8.5	184.5	36	3.5	97	3	14.5	543	33	52	106.5	0.5	NA
422	4.5	0	0.5	9	179.5	36	3.5	97	3	14.5	543	32	52.5	106.5	0.5	NA
423	4.5	0	0.5	9.5	164.5	36	3.5	97	3	14	543	32	57	107.5	0.5	NA
424	4.5	0	0.5	8.5	164.5	35.5	3.5	97	3	5.5	542	28	57.5	107.5	1.5	NA
425	4.5	0	0.5	8	162.5	33.5	3.5	97	2.5	5.5	537.5	28	60	107.5	1.5	NA
426	4.5	0	0.5	8	157	30.5	3.5	97	2.5	6.5	386	28	76	107.5	2	NA
427	4.5	0	0.5	8	156.5	27	3.5	97	2.5	17	375	28	81	107.5	2	NA
428	4.5	0	0.5	8	156.5	23	3.5	96.5	2.5	18.5	370.5	28	101.5	108.5	2.5	NA
429	4.5	0	0.5	9	156	23	3.5	96.5	2	18.5	291.5	28	101.5	108.5	3	NA
430	4.5	0	0.5	9.5	149.5	23	3.5	101	2	19	88	24.5	112	109	4	NA
431	4.5	0	0.5	11	149.5	22.5	3.5	429	2	19	73	2	113.5	109	4	NA
432	4.5	0	0.5	10	150	22	3.5	450	2	20	11.5	1.5	130.5	109	7.5	NA
433	4	0	0.5	10	150	22	3.5	455.5	2	24.5	11	0.5	139	109	8	NA
434	1.5	0	0.5	10	150	22	3.5	459.5	2	24.5	9	0.5	139.5	109	8	NA
435	1.5	0	0.5	10.5	151	22	3.5	461.5	2.5	25.5	7	0.5	141	109	8.5	NA
436	1.5	0	0.5	10.5	151	22	3.5	464	2.5	25.5	5.5	0.5	143	109	8.5	NA
437	1.5	0	0.5	10.5	151	22	3.5	515.5	2	27.5	5.5	0.5	143	109	8.5	NA
438	1.5	0	0.5	12	151	22	3.5	626	2	27.5	5	0.5	143	109	9	NA
439	1.5	0	0.5	11.5	151.5	22	3.5	661.5	2	27.5	3	0.5	143.5	109	9	NA
440	1.5	0	0.5	10.5	151	22	3.5	670.5	2	27.5	1	0.5	145	109	9	NA
441	1.5	0	0.5	11	148	22	3.5	675.5	2	28.5	1	0.5	145	109	9	NA
442	1	0	0.5	11.5	147.5	22	3.5	679	2	29	1	0.5	145.5	109	9.5	NA
443	1	0	0.5	11.5	147.5	22	3.5	676	2	30.5	1	0.5	146.5	109	11	NA
444	1	0	0.5	11.5	147.5	22	3.5	680	2	31	0.5	0.5	150	109	11	NA
445	1	0	0.5	12	147.5	22	3.5	671	2	56.5	0.5	0.5	150.5	109	11	NA
446	1	0	0.5	11	147.5	22	3.5	670	2	58.5	0.5	0.5	209.5	109	11	NA
447	1	0	0.5	11	147	22	3.5	676	2	59.5	0.5	0.5	213.5	108.5	11	NA
448	1	0	0.5	10.5	143	22	3.5	677	2	59.5	0.5	0.5	211	108.5	11.5	NA
449	1	0	0.5	10.5	130	22	3.5	678	2	67.5	0.5	0.5	211	108.5	13.5	NA
450	1	0	0.5	10.5	114.5	22.5	3.5	679.5	2.5	67.5	0.5	0.5	211.5	108.5	21	NA
451	1	0	0.5	10.5	114	22.5	3	679.5	2.5	67.5	0.5	0.5	212	108.5	21	NA
452	1	0	0.5	10.5	114	22.5	2.5	681	2.5	74.5	0.5	0.5	235.5	108.5	22.5	NA
453	1	0	0.5	10.5	114	22.5	1.5	677	2.5	75	0	0.5	327.5	108.5	22.5	NA
454	1	0	0.5	10.5	111	22.5	1.5	681.5	2.5	75	0	0.5	333	108.5	67	NA
455	1	0	0.5	10.5	99	22.5	1	695	3	75.5	0	0.5	333	108.5	110	NA
456	1	0	0.5	10	99	22.5	1	693	3	114.5	0	0.5	582	108.5	113	NA
457	1	0	0.5	10	95.5	22	1.5	686	3	131	0	0.5	703	108.5	115	NA
458	1	0	0.5	10	95	22	1.5	646.5	3	141	0	0.5	863	108.5	128	NA
459	1	0	0.5	10	95	22	1.5	645.5	4.5	144	0	0.5	900	108.5	129	NA
460	1	0	0.5	9.5	95	22	1.5	646.5	4.5	144.5	0	0.5	908	108.5	129.5	NA
461	1	0	0.5	9.5	95	22	1.5	647	4.5	147.5	0	0.5	910	108.5	131	NA
462	1	0	0.5	9.5	91.5	21.5	1.5	645.5	4.5	148.5	0	0.5	912.5	108.5	131	NA
463	1	0	0.5	9.5	80	21.5	1.5	646.5	4.5	152	0	0.5	1093	108.5	140.5	NA
464	1	0	0.5	9.5	70	21	1.5	647	4	189	0	0.5	1104.5	106	142.5	NA
465	1	0	0.5	9.5	70	17.5	1.5	647	4	259.5	0	0.5	1111.5	106	144	NA
466	1	0	0.5	9.5	66	16	1.5	646.5	4	269	0	0.5	1117.5	106	144	NA
467	1	0	0.5	9.5	80.5	14	1.5	646	4	277	0	0.5	1164	106	146	NA
468	1	0	0.5	9.5	80	14	1	646	4	359.5	0	0.5	1180	106	148	NA
469	1	0	0.5	9	79.5	14	1	646	4.5	364.5	0	0.5	1386	99	148	NA
470	1	0	0.5	9	80	13.5	1	646	4.5	369	0	0.5	2071.5	99	148	NA
471	1	0	0.5	9	80	2.5	1	645.5	4.5	372.5	0	0.5	2148	99	148	NA
472	1	0	0.5	9	80	2	1	645.5	4.5	381	0	0.5	2164	99	148	NA
473	1	0	0.5	9	78	2	1	645.5	4.5	393	0	0.5	2196.5	99	148	NA
474	1	0	0.5	9	78	2	1	645.5	3.5	400	0	0.5	2241.5	99	148	NA
475	1	0	0.5	9	78	2	1	646	3.5	403.5	0	0.5	2257.5	99	148	NA
476	1	0	0.5	9	78	2	1	646	3.5	405	0	0.5	2266.5	99	148	NA
477	1	0	0.5	9	77	2	1	646	3.5	407	0	0.5	2270.5	99	148	NA
478	1	0	0.5	9	77	2	1	646	4	409.5	0	0.5	2275	99	148	NA
479	1	0	0.5	9	65.5	2	1	645.5	4	415	0	0.5	2284.5	99	148	NA
480	1	0	0	8.5	31.5	2	1	645.5	4	424.5	0	0.5	2287.5	99	148	NA
481	1	0	0	8	25.5	2	1	645.5	4	428	0	0.5	2293	98.5	148	NA
482	1	0	0	8	25.5	2	1	645.5	4	429	0	0.5	2298	93	147.5	NA
483	1	0	0	8	25.5	2	1	646	4	431	0	0.5	2300	36	147.5	NA
484	1	0	0	8	27	2.5	1	645.5	4	433	0	0.5	2297	33	147.5	NA
485	1	0	0	8	27	2.5	1	645	4	433	0	0.5	2280	33	147.5	NA
486	1	0	0	8	26.5	2	1	646	4	433	0	0.5	2280.5	32.5	147.5	NA
487	1	0	0	8	26.5	2	1	646	4	433	0	0.5	2281.5	29.5	147.5	NA
488	1	0	0	8	26	1.5	1	646	4	433.5	0	0.5	2284	4.5	148	NA
489	0	0	0	8	26	1.5	1	646	4	433.5	0	0.5	2283	2	148	NA
490	0	0	0	8	26.5	1.5	1	646	4.5	433.5	0	0.5	2284	1.5	148	NA
491	0	0	0	8	26.5	1.5	0.5	646	5	433	0	0	2283.5	1	148	NA
492	0	0	0	8	26	1.5	0.5	646	5.5	433	0	0	2283.5	1	148	NA
493	0	0	0	8	25	1.5	0.5	646	5.5	433	0	0	2284	1	148	NA
494	0	0	0	8	25	1.5	0.5	646	6.5	431	0	0	2284	1	148	NA
495	0	0	0	8	24	1.5	0.5	646	7	431	0	0	2283	1	148	NA
496	0	0	0	8	24	1.5	0.5	646	15.5	431	0	0	2284	0.5	147.5	NA
497	0	0	0	8	24	1.5	0.5	646	19	430.5	0	0	2284	0.5	147.5	NA
498	0	0	0	6.5	24	1.5	0.5	646	19	430	0	0	2283.5	0.5	147.5	NA
499	0	0	0.5	6	24	1.5	0.5	646	20	429.5	0	0	2279	0.5	147.5	NA
500	0	0	0.5	6	24	1.5	0.5	645.5	21	430	0	0	2279	1	146.5	NA
501	0	0	0.5	6	24	1.5	0.5	646	22.5	430	0	0	2276	1	146.5	NA
502	0	0	0.5	6.5	23.5	1.5	0.5	646	24	428.5	0	0	2255	1	146	NA
503	0	0	0.5	6.5	23.5	2	0.5	646	26	416	0	0	2250.5	1	146	NA
504	0	0	0.5	6	23.5	2	0.5	646	26	415.5	0	0	2234.5	1	145.5	NA
505	0	0	0.5	5.5	23.5	2	0.5	645.5	26.5	415.5	0	0	2231	1	144	NA
506	0	0	0.5	5	23.5	2	0.5	625.5	26.5	415.5	0	0	2221	1	144	NA
507	0	0	0.5	3.5	23.5	2	0.5	287.5	26.5	415.5	0	0	2219	1	144	NA
508	0	0	0.5	3.5	23	2.5	0.5	286.5	26.5	415	0	0	2202.5	1	140	NA
509	0	0	0.5	3.5	23	2.5	0.5	281.5	27.5	408	0	0	2195	1	140	NA
510	0	0	0.5	3.5	23	2.5	0.5	247	27.5	408	0	0	2195	1	139.5	NA
511	0	0	0.5	3	22	2.5	0.5	247	27.5	408	0	0	2194	1	139.5	NA
512	0	0	0.5	3	21.5	2.5	0.5	243.5	28.5	408	0	0	2192	1	139.5	NA
513	0	0	0.5	2.5	21.5	2.5	0.5	194.5	28.5	406	0	0	2191.5	1	139.5	NA
514	0	0	0.5	2	21.5	2.5	0.5	64.5	28.5	406	0	0	2191.5	1	139.5	NA
515	0	0	0.5	2	21	2.5	0.5	46	28.5	406	0	0	2191.5	1	139.5	NA
516	0	0	0.5	2	20.5	2.5	0.5	46	29	406	0	0	2190.5	1	139.5	NA
517	0	0	0.5	1	20.5	2.5	0.5	45	30	405.5	0	0	2190.5	1	139.5	NA
518	0	0	0.5	1	20	2.5	0.5	39.5	30.5	404.5	0	0	2190	1	139	NA
519	0	0	0.5	1	20	3	0.5	39	31	403	0	0	2189	1	137.5	NA
520	0	0	0.5	0.5	20	3	0.5	39	33	402	0	0.5	2184	1	137.5	NA
521	0	0	0.5	0.5	20	3	0.5	38	33	373	0	0.5	2183	1	137	NA
522	0	0	0.5	0.5	20	3	0.5	36	33	373	0	0.5	2120.5	1	137	NA
523	0	0	0.5	0.5	25	3	0.5	36.5	33	373	0	0.5	2121	1	136.5	NA
524	0.5	0	0.5	0.5	25	3	1	36.5	33	371.5	0	0.5	2121	1	136.5	NA
525	0.5	0	0.5	1	25	3	1	36.5	33.5	364	0	0.5	2121	1	134.5	NA
526	0.5	0	0.5	1	25.5	3	1	36	33.5	364	0	0.5	2120	1	125.5	NA
527	0.5	0	0.5	1	26	3.5	1	35.5	34.5	364	0	0.5	2116	1	125.5	NA
528	0.5	0	0.5	1	26	3.5	1	30.5	34.5	356	0	0.5	2090	1	125.5	NA
529	0.5	0	0.5	1	26	3.5	1	30	35	355	0	0.5	1998.5	1	121	NA
530	0.5	0	0.5	1	26	3.5	1	22	35	355	0	0.5	1993	1	78	NA
531	0.5	0	0.5	1	26	3.5	1	11	34.5	347.5	0	0.5	1988.5	1	33.5	NA
532	0.5	0	0.5	1	26	4	1	10	34.5	289	0	0.5	1713	1	32.5	NA
533	0.5	0	0.5	1	27.5	4	0.5	7.5	34.5	286.5	0	0.5	1571	1	30.5	NA
534	0.5	0	0.5	1	28.5	4	0.5	4	34.5	278	0	0.5	1406	1	16.5	NA
535	0.5	0	0.5	1	29	4	0.5	4	33	278	0	0.5	1392.5	1	16	NA
536	0.5	0	0.5	1	37.5	4	0.5	3	33	278	0	0.5	1391.5	1	NA	NA
537	0.5	0	1	1	37.5	4	0.5	2	33	276.5	0	0.5	1389.5	1	NA	NA
538	0.5	0	1	1	37.5	5.5	0.5	2	33.5	276.5	0	0.5	1380.5	1	NA	NA
539	0.5	0	1	1	37.5	6	0.5	1.5	35	270.5	0	0.5	1195	1	NA	NA
540	0.5	0	1	1	47	6.5	0.5	1.5	35	221.5	0	0.5	1184	1	NA	NA
541	0.5	0	1	1	81.5	6	0.5	1.5	38.5	130	0	0.5	1182.5	1	NA	NA
542	0.5	0	1	1	81.5	6	0.5	1.5	39.5	123.5	0	0.5	1176.5	1	NA	NA
543	0.5	0	1.5	1	101.5	6	1	1.5	186	108	0	0.5	1128.5	NA	NA	NA
544	0.5	0	1.5	1	109	6	1	1.5	194.5	16	0	0.5	1110	NA	NA	NA
545	0.5	0	1.5	1.5	110.5	6	1	1.5	243	9.5	0	0.5	840.5	NA	NA	NA
546	0.5	0	1.5	1.5	116	6	1.5	1.5	245.5	9.5	0	0.5	110.5	NA	NA	NA
547	0.5	0	1.5	1.5	121.5	6.5	1.5	1.5	286	9.5	0	0.5	NA	NA	NA	NA
548	0.5	0	1.5	1.5	160.5	6.5	1.5	2	289	9	0	0.5	NA	NA	NA	NA
549	0.5	0	1.5	1.5	164	6.5	2.5	2	292	5.5	0	0.5	NA	NA	NA	NA
550	0.5	0	1.5	1.5	165.5	6.5	3	2	293.5	5	0	0.5	NA	NA	NA	NA
551	0.5	0	1.5	2	166.5	6.5	3	1.5	295.5	3	0	0.5	NA	NA	NA	NA
552	0.5	0	2	2	166.5	6.5	3	1.5	297.5	3	0	0.5	NA	NA	NA	NA
553	0.5	0	2.5	2	166.5	6.5	3	1.5	298	3	0	0.5	NA	NA	NA	NA
554	0.5	0	2.5	2	166.5	6.5	3	1.5	298	3	0	0.5	NA	NA	NA	NA
555	0.5	0	2.5	2.5	167	6.5	4	1.5	311.5	2.5	0	0.5	NA	NA	NA	NA
556	0.5	0	2.5	2.5	169.5	6.5	4	1.5	311.5	1	0	0.5	NA	NA	NA	NA
557	0.5	0	2.5	2.5	169.5	6.5	4	1.5	312	1	0	0.5	NA	NA	NA	NA
558	0.5	0	2.5	2.5	170	6	4.5	2	317.5	2	0	0.5	NA	NA	NA	NA
559	0.5	0	2.5	2.5	170.5	6	8	1.5	317.5	2	0	0.5	NA	NA	NA	NA
560	0.5	0	2.5	2.5	169.5	6	8.5	1.5	318	2	0	0.5	NA	NA	NA	NA
561	0.5	0	2.5	2.5	170	6	8.5	1.5	329.5	2	0	0.5	NA	NA	NA	NA
562	0.5	0	2.5	2.5	170	6	8.5	1.5	330	2	0	0.5	NA	NA	NA	NA
563	0.5	0	2.5	2.5	170	6	9.5	1.5	330.5	2	0	0.5	NA	NA	NA	NA
564	0.5	0	2.5	2.5	170	6	9.5	1.5	337.5	2	0	0.5	NA	NA	NA	NA
565	0.5	0	2.5	2.5	170	6	9.5	1.5	339	2	0	0.5	NA	NA	NA	NA
566	0.5	0	3.5	2.5	169.5	6	9.5	1.5	339	2	0	0.5	NA	NA	NA	NA
567	0.5	0	6	2.5	169.5	6	15	1.5	369.5	2	0	0.5	NA	NA	NA	NA
568	0.5	0	6.5	2.5	169.5	6	30.5	2	420	2	0	0.5	NA	NA	NA	NA
569	0.5	0	6.5	2.5	169.5	5.5	31	3.5	423	2	0	NA	NA	NA	NA	NA
570	0.5	0	6.5	3	169.5	6.5	31.5	3.5	471.5	2	0	NA	NA	NA	NA	NA
571	0.5	0	6.5	3	169.5	11.5	31.5	4	473	2	0	NA	NA	NA	NA	NA
572	0.5	0	6.5	3.5	170	12	57.5	5	458.5	2	0	NA	NA	NA	NA	NA
573	0.5	0	6.5	4.5	170	12.5	67	5	458.5	2	0	NA	NA	NA	NA	NA
574	0.5	0	6.5	17	170	12.5	68.5	5	459	2	0	NA	NA	NA	NA	NA
575	0.5	0	6	17	169.5	12.5	71.5	8	513	2	0	NA	NA	NA	NA	NA
576	0.5	0	6	17.5	169.5	12.5	72	8	688.5	2	0	NA	NA	NA	NA	NA
577	0.5	0	6	17.5	170	12.5	84	9	731.5	2	0	NA	NA	NA	NA	NA
578	0.5	0	6	21	170	12.5	95.5	10	765	2	0	NA	NA	NA	NA	NA
579	0.5	0	6	27	170	13	101.5	11.5	1316	1.5	0	NA	NA	NA	NA	NA
580	0.5	0	6	28	170	13.5	111.5	11.5	1332.5	1.5	0	NA	NA	NA	NA	NA
581	0.5	0	6	29	170	13.5	112.5	12	2166	1.5	0	NA	NA	NA	NA	NA
582	0.5	0	6	29	170	13.5	117.5	16.5	2179	1.5	0	NA	NA	NA	NA	NA
583	0.5	0	6	29.5	170	13.5	118	18.5	2423	1.5	0	NA	NA	NA	NA	NA
584	0.5	0	6	29.5	170	13	118	18.5	2453	1.5	0	NA	NA	NA	NA	NA
585	0.5	0	6	30.5	170	13	119.5	46.5	2524.5	1.5	0	NA	NA	NA	NA	NA
586	0.5	0	6	30.5	170	13	122	48.5	2536	1.5	0	NA	NA	NA	NA	NA
587	0.5	0	6	30.5	170	13.5	123	50.5	2568.5	1.5	0	NA	NA	NA	NA	NA
588	0.5	0	6.5	30.5	170	13.5	127	52.5	2581.5	1.5	0	NA	NA	NA	NA	NA
589	0.5	0	6.5	31.5	170	14	129.5	52.5	2620	1.5	0	NA	NA	NA	NA	NA
590	0.5	0	6.5	32.5	169.5	14.5	130	55.5	2969.5	1.5	0	NA	NA	NA	NA	NA
591	0.5	0	6.5	32.5	170	15	130.5	55.5	2976	1.5	0	NA	NA	NA	NA	NA
592	0.5	0	6.5	32.5	170	15	130.5	63	2988.5	1.5	0	NA	NA	NA	NA	NA
593	1	0	6.5	32.5	170	15	131.5	67	2996.5	1.5	0	NA	NA	NA	NA	NA
594	1	0	6.5	34.5	170.5	15	131.5	72.5	3006.5	1.5	0	NA	NA	NA	NA	NA
595	1	0	6.5	35	170.5	15	131.5	78	3018	1.5	0	NA	NA	NA	NA	NA
596	1	0	6.5	35	170.5	15	132.5	79.5	3030.5	1.5	0	NA	NA	NA	NA	NA
