peak_label	chr	start_coord	end_coord	length_peak	abs_summit_coord	pileup_height	neg_log10_pvalue	gene_3UTR	UTR_start	UTR_end	UTR_strand
sample_3_wt_rep2_peak_1522b	1	8160820	8161108	289	8161071	35	7.28696	NCU00515	8159747	8161320	+
sample_3_wt_rep2_peak_1523	1	8161200	8161296	97	8161242	127	80.33824	NCU00515	8159747	8161320	+
sample_3_wt_rep2_peak_1530	1	8201847	8201990	144	8201908	377	335.47131	NCU00502	8201746	8202475	-
sample_3_wt_rep2_peak_1531	1	8202110	8202247	138	8202168	674	761.32257	NCU00502	8201746	8202475	-
sample_3_wt_rep2_peak_1532	1	8202378	8202532	155	8202418	346	295.30502	NCU00502	8201746	8202475	-
sample_3_wt_rep2_peak_1545	1	8313873	8313966	94	8313920	201	162.95699	NCU03045	8313790	8314749	+
sample_3_wt_rep2_peak_1546	1	8314655	8314739	85	8314697	194	154.55632	NCU03045	8313790	8314749	+
sample_3_wt_rep2_peak_1555a	1	8379919	8380285	367	8380049	354	368.16559	NCU03033	8379215	8380277	+
sample_3_wt_rep2_peak_1555b	1	8379919	8380285	367	8380247	126	79.32955	NCU03033	8379215	8380277	+
sample_3_wt_rep2_peak_1557a	1	8385411	8385638	228	8385449	95	49.897	NCU03031	8385185	8386152	-
sample_3_wt_rep2_peak_1557b	1	8385411	8385638	228	8385571	211	175.13927	NCU03031	8385185	8386152	-
sample_3_wt_rep2_peak_1558	1	8385914	8385994	81	8385953	302	294.39972	NCU03031	8385185	8386152	-
sample_3_wt_rep2_peak_1577a	1	8464243	8464440	198	8464280	49	8.15086	NCU03006	8464115	8464460	+
sample_3_wt_rep2_peak_1577b	1	8464243	8464440	198	8464400	269	200.19998	NCU03006	8464115	8464460	+
sample_3_wt_rep2_peak_1578a	1	8467219	8467624	406	8467296	1202	1741.82068	NCU03004	8467210	8467754	+
sample_3_wt_rep2_peak_1578b	1	8467219	8467624	406	8467438	318	284.22195	NCU03004	8467210	8467754	+
sample_3_wt_rep2_peak_1592a	1	8525398	8525624	227	8525437	63	24.13552	NCU02978	8525158	8525619	+
sample_3_wt_rep2_peak_1592b	1	8525398	8525624	227	8525570	142	95.85965	NCU02978	8525158	8525619	+
sample_3_wt_rep2_peak_1593a	1	8526178	8526434	257	8526222	208	171.46269	NCU02977	8526178	8526939	-
sample_3_wt_rep2_peak_1593b	1	8526178	8526434	257	8526377	223	190.02692	NCU02977	8526178	8526939	-
sample_3_wt_rep2_peak_1595b	1	8540029	8540481	453	8540178	349	246.21136	NCU02972	8540142	8540533	-
sample_3_wt_rep2_peak_1595c	1	8540029	8540481	453	8540364	1854	2589.70947	NCU02972	8540142	8540533	-
sample_3_wt_rep2_peak_1609a	1	8596656	8596921	266	8596711	97	27.46371	NCU02956	8596556	8596909	+
sample_3_wt_rep2_peak_1609b	1	8596656	8596921	266	8596860	2427	3789.41895	NCU02956	8596556	8596909	+
sample_3_wt_rep2_peak_1641a	1	8770176	8770509	334	8770219	84	40.42984	NCU02896	8770144	8770438	-
sample_3_wt_rep2_peak_1641b	1	8770176	8770509	334	8770294	59	21.34102	NCU02896	8770144	8770438	-
sample_3_wt_rep2_peak_1641c	1	8770176	8770509	334	8770431	88	43.80547	NCU02896	8770144	8770438	-
sample_3_wt_rep2_peak_1666a	1	8944809	8945030	222	8944876	201	162.95699	NCU02840	8944802	8945059	-
sample_3_wt_rep2_peak_1666b	1	8944809	8945030	222	8944981	123	76.32398	NCU02840	8944802	8945059	-
sample_3_wt_rep2_peak_1670a	1	8959674	8959951	278	8959710	46	8.77527	NCU02834	8959378	8959950	+
sample_3_wt_rep2_peak_1670b	1	8959674	8959951	278	8959868	288	239.05769	NCU02834	8959378	8959950	+
sample_3_wt_rep2_peak_1672a	1	8973363	8973596	234	8973403	153	107.67885	NCU02830	8972682	8973615	+
sample_3_wt_rep2_peak_1672b	1	8973363	8973596	234	8973554	176	133.46397	NCU02830	8972682	8973615	+
sample_3_wt_rep2_peak_1679	1	9030306	9030474	169	9030391	555	666.45288	NCU02815	9030061	9030833	+
sample_3_wt_rep2_peak_1680	1	9030651	9030820	170	9030765	429	469.0863	NCU02815	9030061	9030833	+
sample_3_wt_rep2_peak_1682a	1	9037547	9037862	316	9037655	246	183.26077	NCU02813	9037516	9037970	+
sample_3_wt_rep2_peak_1682b	1	9037547	9037862	316	9037824	261	200.54437	NCU02813	9037516	9037970	+
sample_3_wt_rep2_peak_1683a	1	9037955	9038263	309	9038062	490	501.7179	NCU02812	9037899	9038340	-
sample_3_wt_rep2_peak_1683b	1	9037955	9038263	309	9038223	258	196.96979	NCU02812	9037899	9038340	-
sample_3_wt_rep2_peak_1685a	1	9049906	9050196	291	9049948	847	1190.45654	NCU02810	9049753	9050212	+
sample_3_wt_rep2_peak_1685b	1	9049906	9050196	291	9050154	198	159.34361	NCU02810	9049753	9050212	+
sample_3_wt_rep2_peak_1691a	1	9063177	9063437	261	9063230	2699	4114.36963	NCU02806	9063093	9063589	+
sample_3_wt_rep2_peak_1691b	1	9063177	9063437	261	9063394	845	872.95892	NCU02806	9063093	9063589	+
sample_3_wt_rep2_peak_1698a	1	9093301	9093557	257	9093366	1477	1802.40918	NCU02797	9093248	9093660	+
sample_3_wt_rep2_peak_1698b	1	9093301	9093557	257	9093515	1896	2514.35034	NCU02797	9093248	9093660	+
sample_3_wt_rep2_peak_1709a	1	9153997	9154342	346	9154036	46	13.08798	NCU10282	9153854	9154454	-
sample_3_wt_rep2_peak_1709b	1	9153997	9154342	346	9154159	42	10.83817	NCU10282	9153854	9154454	-
sample_3_wt_rep2_peak_1709c	1	9153997	9154342	346	9154286	59	21.34102	NCU10282	9153854	9154454	-
sample_3_wt_rep2_peak_1713a	1	9184296	9184644	349	9184338	45	12.51156	NCU02789	9184315	9184697	-
sample_3_wt_rep2_peak_1713b	1	9184296	9184644	349	9184439	114	67.49842	NCU02789	9184315	9184697	-
sample_3_wt_rep2_peak_1713c	1	9184296	9184644	349	9184597	102	56.20852	NCU02789	9184315	9184697	-
sample_3_wt_rep2_peak_1716c	1	9199628	9200042	415	9199913	234	133.75505	NCU02786	9199811	9200219	-
sample_3_wt_rep2_peak_1716d	1	9199628	9200042	415	9200001	1000	1157.83264	NCU02786	9199811	9200219	-
sample_3_wt_rep2_peak_1719a	1	9209219	9209404	186	9209263	138	91.65102	NCU02783	9209219	9209535	-
sample_3_wt_rep2_peak_1719b	1	9209219	9209404	186	9209365	70	29.27947	NCU02783	9209219	9209535	-
sample_3_wt_rep2_peak_1721a	1	9224648	9224859	212	9224686	59	21.34102	NCU02778	9224560	9224912	+
sample_3_wt_rep2_peak_1721b	1	9224648	9224859	212	9224805	199	160.54591	NCU02778	9224560	9224912	+
sample_3_wt_rep2_peak_1732a	1	9340174	9340737	564	9340231	1832	2349.29443	NCU09269	9340116	9340815	+
sample_3_wt_rep2_peak_1732b	1	9340174	9340737	564	9340393	1139	1232.54028	NCU09269	9340116	9340815	+
sample_3_wt_rep2_peak_1732c	1	9340174	9340737	564	9340508	636	535.3111	NCU09269	9340116	9340815	+
sample_3_wt_rep2_peak_1732d	1	9340174	9340737	564	9340682	900	885.70331	NCU09269	9340116	9340815	+
sample_3_wt_rep2_peak_1744a	1	9392472	9392792	321	9392527	123	76.32398	NCU09253	9392348	9392786	-
sample_3_wt_rep2_peak_1744b	1	9392472	9392792	321	9392622	218	183.78902	NCU09253	9392348	9392786	-
sample_3_wt_rep2_peak_1744c	1	9392472	9392792	321	9392713	74	32.35365	NCU09253	9392348	9392786	-
sample_3_wt_rep2_peak_1749a	1	9411925	9412159	235	9411965	124	77.32239	NCU09249	9411684	9413139	+
sample_3_wt_rep2_peak_1749b	1	9411925	9412159	235	9412109	135	88.52712	NCU09249	9411684	9413139	+
sample_3_wt_rep2_peak_1761a	1	9463904	9464223	320	9463980	59739	93415.45312	NCU09235	9463799	9464339	-
sample_3_wt_rep2_peak_1761b	1	9463904	9464223	320	9464163	4554	2276.37085	NCU09235	9463799	9464339	-
sample_3_wt_rep2_peak_1769a	1	9532663	9532911	249	9532712	1687	2751.19556	NCU08597	9531908	9532900	+
sample_3_wt_rep2_peak_1769b	1	9532663	9532911	249	9532866	168	113.56189	NCU08597	9531908	9532900	+
sample_3_wt_rep2_peak_1774a	1	9560224	9560483	260	9560267	427	477.2139	NCU08602	9559800	9560485	+
sample_3_wt_rep2_peak_1774b	1	9560224	9560483	260	9560435	109	62.72523	NCU08602	9559800	9560485	+
sample_3_wt_rep2_peak_1783	1	9604744	9604929	186	9604848	84	40.42984	NCU08611	9602590	9605142	+
sample_3_wt_rep2_peak_1784	1	9605023	9605139	117	9605079	105	58.97707	NCU08611	9602590	9605142	+
sample_3_wt_rep2_peak_1786	1	9625332	9625416	85	9625376	618	438.52591	NCU08620	9625326	9625842	-
sample_3_wt_rep2_peak_1787	1	9625499	9625648	150	9625595	3687	5296.26855	NCU08620	9625326	9625842	-
sample_3_wt_rep2_peak_1817a	2	96541	96763	223	96586	255	173.60106	NCU09595	96532	97366	-
sample_3_wt_rep2_peak_1817b	2	96541	96763	223	96719	106	38.20126	NCU09595	96532	97366	-
sample_3_wt_rep2_peak_1824	2	185828	185906	79	185867	56	19.31946	NCU03572	185816	186335	-
sample_3_wt_rep2_peak_1825	2	186106	186263	158	186164	82	38.77214	NCU03572	185816	186335	-
sample_3_wt_rep2_peak_1834a	2	233126	233491	366	233167	355	292.21579	NCU03559	233133	233611	+
sample_3_wt_rep2_peak_1834b	2	233126	233491	366	233263	49	7.12882	NCU03559	233133	233611	+
sample_3_wt_rep2_peak_1834c	2	233126	233491	366	233442	903	1091.38855	NCU03559	233133	233611	+
sample_3_wt_rep2_peak_1838a	2	248415	248784	370	248516	710	944.86169	NCU03554	248424	248791	+
sample_3_wt_rep2_peak_1838b	2	248415	248784	370	248727	194	154.55632	NCU03554	248424	248791	+
sample_3_wt_rep2_peak_1846a	2	290382	290689	308	290434	194	154.55632	NCU03546	290235	290710	+
sample_3_wt_rep2_peak_1846b	2	290382	290689	308	290526	32	5.93271	NCU03546	290235	290710	+
sample_3_wt_rep2_peak_1846c	2	290382	290689	308	290637	71	30.03917	NCU03546	290235	290710	+
sample_3_wt_rep2_peak_1849	2	308483	308627	145	308530	100	54.38368	NCU03543	308272	308861	+
sample_3_wt_rep2_peak_1850	2	308750	308852	103	308809	172	128.88168	NCU03543	308272	308861	+
sample_3_wt_rep2_peak_1909b	2	636135	636379	245	636344	44	11.94432	NCU03461	636290	636674	-
sample_3_wt_rep2_peak_1910	2	636554	636628	75	636595	48	14.26762	NCU03461	636290	636674	-
sample_3_wt_rep2_peak_1916a	2	692128	692331	204	692166	112	65.57766	NCU03445	691749	692319	-
sample_3_wt_rep2_peak_1916b	2	692128	692331	204	692288	1063	1596.72717	NCU03445	691749	692319	-
sample_3_wt_rep2_peak_1924a	2	733346	733583	238	733398	196	156.94559	NCU03433	733348	735240	-
sample_3_wt_rep2_peak_1924b	2	733346	733583	238	733543	154	108.77055	NCU03433	733348	735240	-
sample_3_wt_rep2_peak_1929a	2	764102	764527	426	764253	732	981.94983	NCU03425	764106	764565	+
sample_3_wt_rep2_peak_1929b	2	764102	764527	426	764473	107	60.67622	NCU03425	764106	764565	+
sample_3_wt_rep2_peak_1938a	2	827664	827913	250	827717	133	86.46036	NCU03407	827657	828610	-
sample_3_wt_rep2_peak_1938b	2	827664	827913	250	827872	79	36.32459	NCU03407	827657	828610	-
sample_3_wt_rep2_peak_1944a	2	857270	857535	266	857325	1330	1758.57397	NCU03396	857266	857660	-
sample_3_wt_rep2_peak_1944b	2	857270	857535	266	857487	167	81.21723	NCU03396	857266	857660	-
sample_3_wt_rep2_peak_1946b	2	864859	865063	205	865009	894	826.34473	NCU03393	864897	865479	+
sample_3_wt_rep2_peak_1947	2	865174	865286	113	865238	2852	4027.50293	NCU03393	864897	865479	+
sample_3_wt_rep2_peak_1961a	2	951965	952189	225	952004	246	219.32803	NCU03366	951440	952399	+
sample_3_wt_rep2_peak_1961b	2	951965	952189	225	952142	131	84.4065	NCU03366	951440	952399	+
sample_3_wt_rep2_peak_1963	2	962823	962946	124	962886	148	102.26286	NCU03364	962662	963452	+
sample_3_wt_rep2_peak_1964	2	963195	963269	75	963230	58	20.6599	NCU03364	962662	963452	+
sample_3_wt_rep2_peak_1985a	2	1053248	1053657	410	1053318	760	992.54443	NCU03336	1053305	1053745	-
sample_3_wt_rep2_peak_1985b	2	1053248	1053657	410	1053532	257	205.35529	NCU03336	1053305	1053745	-
sample_3_wt_rep2_peak_2009	2	1424470	1424569	100	1424516	488	572.53479	NCU05363	1424457	1425225	+
sample_3_wt_rep2_peak_2010	2	1424656	1424740	85	1424696	80	37.13516	NCU05363	1424457	1425225	+
sample_3_wt_rep2_peak_2011a	2	1424875	1425093	219	1424933	115	68.46445	NCU05363	1424457	1425225	+
sample_3_wt_rep2_peak_2011b	2	1424875	1425093	219	1425054	79	36.32459	NCU05363	1424457	1425225	+
sample_3_wt_rep2_peak_2018	2	1453675	1453801	127	1453729	108	61.78222	NCU05375	1453511	1454001	+
sample_3_wt_rep2_peak_2019	2	1453904	1454000	97	1453957	1408	2283.99341	NCU05375	1453511	1454001	+
sample_3_wt_rep2_peak_2025	2	1485297	1485374	78	1485334	62	23.42661	NCU05386	1485141	1485785	+
sample_3_wt_rep2_peak_2026	2	1485680	1485763	84	1485721	107	60.84317	NCU05386	1485141	1485785	+
sample_3_wt_rep2_peak_2029a	2	1500748	1501066	319	1500917	1386	2031.39026	NCU05390	1500683	1501261	-
sample_3_wt_rep2_peak_2029b	2	1500748	1501066	319	1501008	568	618.68427	NCU05390	1500683	1501261	-
sample_3_wt_rep2_peak_2042b	2	1567792	1568211	420	1567999	261	238.94328	NCU10346	1567943	1568511	-
sample_3_wt_rep2_peak_2042c	2	1567792	1568211	420	1568163	140	93.74921	NCU10346	1567943	1568511	-
sample_3_wt_rep2_peak_2048a	2	1599413	1599626	214	1599458	1018	1001.5943	NCU05425	1599252	1599855	+
sample_3_wt_rep2_peak_2048b	2	1599413	1599626	214	1599579	3433	5142.15625	NCU05425	1599252	1599855	+
sample_3_wt_rep2_peak_2055	2	1621857	1621965	109	1621911	1144	1754.22266	NCU05435	1621874	1622588	-
sample_3_wt_rep2_peak_2056	2	1622068	1622147	80	1622108	207	170.2413	NCU05435	1621874	1622588	-
sample_3_wt_rep2_peak_2070a	2	1697109	1697328	220	1697152	190	149.80453	NCU16541	1697090	1697539	-
sample_3_wt_rep2_peak_2070b	2	1697109	1697328	220	1697271	856	1206.94519	NCU16541	1697090	1697539	-
sample_3_wt_rep2_peak_2073a	2	1742822	1743023	202	1742867	154	108.77055	NCU06856	1742814	1743096	-
sample_3_wt_rep2_peak_2073b	2	1742822	1743023	202	1742977	94	49.01294	NCU06856	1742814	1743096	-
sample_3_wt_rep2_peak_2087	2	1814361	1814435	75	1814397	66	26.30191	NCU06838	1813696	1815042	+
sample_3_wt_rep2_peak_2088	2	1814943	1815056	114	1815000	297	287.50101	NCU06838	1813696	1815042	+
sample_3_wt_rep2_peak_2091	2	1825997	1826071	75	1826031	34	6.82361	NCU06836	1825860	1826393	+
sample_3_wt_rep2_peak_2092a	2	1826181	1826394	214	1826216	52	16.72934	NCU06836	1825860	1826393	+
sample_3_wt_rep2_peak_2092b	2	1826181	1826394	214	1826342	535	648.25671	NCU06836	1825860	1826393	+
sample_3_wt_rep2_peak_2094	2	1837211	1837304	94	1837253	146	100.11664	NCU06832	1837210	1838432	-
sample_3_wt_rep2_peak_2095	2	1837911	1837993	83	1837953	78	35.5194	NCU06832	1837210	1838432	-
sample_3_wt_rep2_peak_2099	2	1871159	1871237	79	1871196	245	218.03412	NCU06815	1870730	1871504	+
sample_3_wt_rep2_peak_2100	2	1871386	1871490	105	1871445	104	58.0501	NCU06815	1870730	1871504	+
sample_3_wt_rep2_peak_2111a	2	1950029	1950293	265	1950083	1410	2159.35913	NCU06783	1949963	1950289	+
sample_3_wt_rep2_peak_2111b	2	1950029	1950293	265	1950249	298	263.02673	NCU06783	1949963	1950289	+
sample_3_wt_rep2_peak_2117a	2	1958940	1959154	215	1958988	571	456.23599	NCU06779	1958928	1959243	-
sample_3_wt_rep2_peak_2117b	2	1958940	1959154	215	1959116	144	41.80327	NCU06779	1958928	1959243	-
sample_3_wt_rep2_peak_2136	2	2027843	2028033	191	2027994	212	157.69267	NCU06760	2027845	2028811	-
sample_3_wt_rep2_peak_2137	2	2028381	2028455	75	2028416	65	20.67129	NCU06760	2027845	2028811	-
sample_3_wt_rep2_peak_2142a	2	2056521	2056749	229	2056571	422	469.5611	NCU06754	2056425	2056766	+
sample_3_wt_rep2_peak_2142b	2	2056521	2056749	229	2056709	104	58.0501	NCU06754	2056425	2056766	+
sample_3_wt_rep2_peak_2147a	2	2074403	2074600	198	2074459	205	167.80476	NCU06746	2074351	2074616	+
sample_3_wt_rep2_peak_2147b	2	2074403	2074600	198	2074561	101	55.29399	NCU06746	2074351	2074616	+
sample_3_wt_rep2_peak_2150	2	2085005	2085108	104	2085055	7871	11119.10059	NCU06743	2084680	2085482	-
sample_3_wt_rep2_peak_2151a	2	2085194	2085438	245	2085292	2565	2409.854	NCU06743	2084680	2085482	-
sample_3_wt_rep2_peak_2151b	2	2085194	2085438	245	2085394	708	306.71899	NCU06743	2084680	2085482	-
sample_3_wt_rep2_peak_2154a	2	2096934	2097316	383	2096971	355	369.61823	NCU06738	2096932	2097550	+
sample_3_wt_rep2_peak_2154b	2	2096934	2097316	383	2097169	187	146.26443	NCU06738	2096932	2097550	+
sample_3_wt_rep2_peak_2154c	2	2096934	2097316	383	2097278	56	19.31946	NCU06738	2096932	2097550	+
sample_3_wt_rep2_peak_2155	2	2097637	2097717	81	2097673	65	25.57327	NCU06737	2097643	2098587	-
sample_3_wt_rep2_peak_2156a	2	2098388	2098600	213	2098429	241	212.87617	NCU06737	2097643	2098587	-
sample_3_wt_rep2_peak_2156b	2	2098388	2098600	213	2098550	105	58.97707	NCU06737	2097643	2098587	-
sample_3_wt_rep2_peak_2157b	2	2111623	2112109	487	2111889	231	200.10765	NCU10430	2111818	2112108	-
sample_3_wt_rep2_peak_2157c	2	2111623	2112109	487	2112067	39	9.25287	NCU10430	2111818	2112108	-
sample_3_wt_rep2_peak_2166a	2	2205953	2206238	286	2205992	138	91.65102	NCU01839	2205951	2206327	+
sample_3_wt_rep2_peak_2166b	2	2205953	2206238	286	2206092	47	13.67339	NCU01839	2205951	2206327	+
sample_3_wt_rep2_peak_2166c	2	2205953	2206238	286	2206200	115	68.46445	NCU01839	2205951	2206327	+
sample_3_wt_rep2_peak_2174	2	2268157	2268303	147	2268232	3392	4881.45508	NCU01827	2268141	2268834	+
sample_3_wt_rep2_peak_2175	2	2268443	2268545	103	2268485	1409	1503.5957	NCU01827	2268141	2268834	+
sample_3_wt_rep2_peak_2194	2	2364412	2364540	129	2364493	198	159.34361	NCU01804	2363917	2365216	-
sample_3_wt_rep2_peak_2195	2	2364999	2365077	79	2365036	90	45.52251	NCU01804	2363917	2365216	-
sample_3_wt_rep2_peak_2203	2	2396325	2396417	93	2396365	584	579.60205	NCU01793	2396235	2397574	+
sample_3_wt_rep2_peak_2204	2	2397456	2397572	117	2397508	217	129.66769	NCU01793	2396235	2397574	+
sample_3_wt_rep2_peak_2205a	2	2400770	2400990	221	2400811	1233	1628.05396	NCU01792	2400757	2401004	-
sample_3_wt_rep2_peak_2205b	2	2400770	2400990	221	2400950	288	206.89313	NCU01792	2400757	2401004	-
sample_3_wt_rep2_peak_2224a	2	2500997	2501215	219	2501044	554	595.14172	NCU01768	2500846	2501308	-
sample_3_wt_rep2_peak_2224b	2	2500997	2501215	219	2501149	1690	2612.16479	NCU01768	2500846	2501308	-
sample_3_wt_rep2_peak_2226	2	2511984	2512061	78	2512023	71	30.03917	NCU01766	2511782	2512365	+
sample_3_wt_rep2_peak_2227a	2	2512153	2512365	213	2512193	54	18.00892	NCU01766	2511782	2512365	+
sample_3_wt_rep2_peak_2227b	2	2512153	2512365	213	2512313	154	108.77055	NCU01766	2511782	2512365	+
sample_3_wt_rep2_peak_2228a	2	2512656	2513079	424	2512749	365	384.21078	NCU01765	2512545	2513141	-
sample_3_wt_rep2_peak_2228b	2	2512656	2513079	424	2512905	63	24.13552	NCU01765	2512545	2513141	-
sample_3_wt_rep2_peak_2228c	2	2512656	2513079	424	2513041	31	5.50579	NCU01765	2512545	2513141	-
sample_3_wt_rep2_peak_2231a	2	2527978	2528204	227	2528009	45	10.09276	NCU01759	2527979	2528211	-
sample_3_wt_rep2_peak_2231b	2	2527978	2528204	227	2528161	802	1049.59216	NCU01759	2527979	2528211	-
sample_3_wt_rep2_peak_2237	2	2553431	2553596	166	2553554	238	209.02647	NCU01748	2553455	2554534	-
sample_3_wt_rep2_peak_2238a	2	2553699	2553972	274	2553743	65	25.57327	NCU01748	2553455	2554534	-
sample_3_wt_rep2_peak_2238b	2	2553699	2553972	274	2553833	178	135.76987	NCU01748	2553455	2554534	-
sample_3_wt_rep2_peak_2239	2	2554052	2554139	88	2554097	118	71.38472	NCU01748	2553455	2554534	-
sample_3_wt_rep2_peak_2243a	2	2567182	2567397	216	2567222	440	477.48288	NCU01744	2567182	2567521	-
sample_3_wt_rep2_peak_2243b	2	2567182	2567397	216	2567354	335	326.20303	NCU01744	2567182	2567521	-
sample_3_wt_rep2_peak_2245a	2	2585966	2586183	218	2586024	948	1174.7085	NCU01740	2585927	2586362	-
sample_3_wt_rep2_peak_2245b	2	2585966	2586183	218	2586112	310	241.33919	NCU01740	2585927	2586362	-
sample_3_wt_rep2_peak_2246	2	2586278	2586353	76	2586316	99	35.21351	NCU01740	2585927	2586362	-
sample_3_wt_rep2_peak_2247a	2	2587478	2587726	249	2587523	130	58.4344	NCU01739	2587195	2587727	-
sample_3_wt_rep2_peak_2247b	2	2587478	2587726	249	2587655	122	52.11468	NCU01739	2587195	2587727	-
sample_3_wt_rep2_peak_2249a	2	2596876	2597123	248	2596937	193	153.36501	NCU01737	2596668	2597160	+
sample_3_wt_rep2_peak_2249b	2	2596876	2597123	248	2597080	115	68.46445	NCU01737	2596668	2597160	+
sample_3_wt_rep2_peak_2251	2	2610613	2610714	102	2610658	108	61.78222	NCU01731	2610417	2611456	+
sample_3_wt_rep2_peak_2252a	2	2610970	2611270	301	2611083	59	21.34102	NCU01731	2610417	2611456	+
sample_3_wt_rep2_peak_2252b	2	2610970	2611270	301	2611183	398	433.19006	NCU01731	2610417	2611456	+
sample_3_wt_rep2_peak_2264a	2	2677421	2677774	354	2677473	219	185.03267	NCU01702	2677435	2677839	-
sample_3_wt_rep2_peak_2264b	2	2677421	2677774	354	2677688	348	359.47571	NCU01702	2677435	2677839	-
sample_3_wt_rep2_peak_2270a	2	2706553	2706808	256	2706592	435	361.82071	NCU01692	2706519	2706814	+
sample_3_wt_rep2_peak_2270b	2	2706553	2706808	256	2706765	2128	3183.99072	NCU01692	2706519	2706814	+
sample_3_wt_rep2_peak_2271a	2	2710368	2710790	423	2710406	85	20.81125	NCU01689	2710248	2710811	+
sample_3_wt_rep2_peak_2271b	2	2710368	2710790	423	2710552	172	82.3275	NCU01689	2710248	2710811	+
sample_3_wt_rep2_peak_2271c	2	2710368	2710790	423	2710749	437	365.99716	NCU01689	2710248	2710811	+
sample_3_wt_rep2_peak_2279	2	2765982	2766130	149	2766076	97	51.67853	NCU01665	2765796	2766543	+
sample_3_wt_rep2_peak_2280	2	2766442	2766516	75	2766478	46	13.08798	NCU01665	2765796	2766543	+
sample_3_wt_rep2_peak_2287a	2	2797970	2798217	248	2798031	727	966.0199	NCU01654	2797974	2798234	-
sample_3_wt_rep2_peak_2287b	2	2797970	2798217	248	2798175	205	165.29767	NCU01654	2797974	2798234	-
sample_3_wt_rep2_peak_2294a	2	2823943	2824234	292	2823981	72	18.98048	NCU01646	2823755	2824240	+
sample_3_wt_rep2_peak_2294b	2	2823943	2824234	292	2824160	127	57.17108	NCU01646	2823755	2824240	+
sample_3_wt_rep2_peak_2302b	2	2864351	2864670	320	2864491	314	229.66911	NCU01638	2864458	2864767	-
sample_3_wt_rep2_peak_2302c	2	2864351	2864670	320	2864632	120	44.97797	NCU01638	2864458	2864767	-
sample_3_wt_rep2_peak_2304a	2	2874285	2874579	295	2874352	1897	1272.15747	NCU01635	2874241	2874853	-
sample_3_wt_rep2_peak_2304b	2	2874285	2874579	295	2874532	5685	6365.22314	NCU01635	2874241	2874853	-
sample_3_wt_rep2_peak_2313a	2	2954315	2954730	416	2954372	89	44.6616	NCU01614	2953868	2954651	+
sample_3_wt_rep2_peak_2313b	2	2954315	2954730	416	2954531	62	23.42661	NCU01614	2953868	2954651	+
sample_3_wt_rep2_peak_2319a	2	2981491	2981705	215	2981528	236	206.46906	NCU01601	2981484	2981787	-
sample_3_wt_rep2_peak_2319b	2	2981491	2981705	215	2981638	59	21.34102	NCU01601	2981484	2981787	-
sample_3_wt_rep2_peak_2320a	2	2985762	2986197	436	2985814	372	394.49625	NCU01599	2985471	2985994	+
sample_3_wt_rep2_peak_2320b	2	2985762	2986197	436	2985951	43	11.38646	NCU01599	2985471	2985994	+
sample_3_wt_rep2_peak_2336a	2	3068630	3069010	381	3068668	78	35.5194	NCU01565	3068629	3069091	-
sample_3_wt_rep2_peak_2336b	2	3068630	3069010	381	3068791	428	478.7475	NCU01565	3068629	3069091	-
sample_3_wt_rep2_peak_2336c	2	3068630	3069010	381	3068930	210	173.9117	NCU01565	3068629	3069091	-
sample_3_wt_rep2_peak_2337a	2	3072629	3072908	280	3072697	308	302.72534	NCU01564	3072629	3073534	-
sample_3_wt_rep2_peak_2337b	2	3072629	3072908	280	3072870	87	42.95417	NCU01564	3072629	3073534	-
sample_3_wt_rep2_peak_2339	2	3085084	3085192	109	3085123	2652	4400.98438	NCU01560	3085087	3086152	-
sample_3_wt_rep2_peak_2340	2	3085305	3085379	75	3085341	105	37.7375	NCU01560	3085087	3086152	-
sample_3_wt_rep2_peak_2345	2	3111027	3111101	75	3111062	32	5.93271	NCU01550	3110920	3111625	+
sample_3_wt_rep2_peak_2346a	2	3111400	3111725	326	3111448	520	623.888	NCU01550	3110920	3111625	+
sample_3_wt_rep2_peak_2348a	2	3119576	3119779	204	3119622	182	105.8299	NCU01547	3119543	3119873	+
sample_3_wt_rep2_peak_2348b	2	3119576	3119779	204	3119728	243	168.24559	NCU01547	3119543	3119873	+
sample_3_wt_rep2_peak_2350a	2	3125686	3125854	169	3125724	834	659.49805	NCU01545	3125519	3126054	+
sample_3_wt_rep2_peak_2350b	2	3125686	3125854	169	3125812	5133	7976.05713	NCU01545	3125519	3126054	+
sample_3_wt_rep2_peak_2351	2	3125942	3126016	75	3125995	137	21.42124	NCU01545	3125519	3126054	+
sample_3_wt_rep2_peak_2352	2	3127749	3127841	93	3127794	353	166.59261	NCU01543	3127769	3129156	-
sample_3_wt_rep2_peak_2353	2	3128418	3128492	75	3128453	129	19.4297	NCU01543	3127769	3129156	-
sample_3_wt_rep2_peak_2358a	2	3150997	3151278	282	3151058	487	570.94434	NCU01539	3150967	3151235	+
sample_3_wt_rep2_peak_2358b	2	3150997	3151278	282	3151203	177	134.61571	NCU01539	3150967	3151235	+
sample_3_wt_rep2_peak_2359	2	3151596	3151674	79	3151635	159	114.27051	NCU15834	3151597	3152052	-
sample_3_wt_rep2_peak_2360a	2	3151778	3152066	289	3151819	117	70.40762	NCU15834	3151597	3152052	-
sample_3_wt_rep2_peak_2360b	2	3151778	3152066	289	3151994	200	161.75037	NCU15834	3151597	3152052	-
sample_3_wt_rep2_peak_2365a	2	3188800	3189090	291	3188882	193	153.36501	NCU01525	3188786	3189128	-
