distance_from_stop	ck-1a	upf1	set-1	prd-1	pabp-2	set-2	wc-2	frq	csp-1	pkac-1	frh	NCU06565	cka	ckb-1	rco-1	nab2
315	0	0	0.5	46	3.5	0.5	9.5	0	3	1.5	2	12.5	0.5	209.5	0.5	28
316	0.5	0	0.5	46	3.5	0.5	6.5	0	3	1.5	2	12.5	0.5	210.5	0.5	29.5
317	0.5	0	0.5	46	3.5	0.5	6.5	0	3	1.5	2	10.5	0.5	211.5	0.5	29.5
318	0.5	0	0.5	46	3.5	0.5	6	0	3	2	2	10	0.5	211.5	0.5	42
319	1	0	0.5	46.5	3.5	0.5	5.5	0	3	3.5	2	10	0.5	211.5	0.5	43
320	1	0	0.5	46.5	3.5	0.5	5.5	0	3	3.5	2	10	0.5	212	0.5	43
321	1	0	0.5	46	3.5	0.5	5	0	3	4	2	10	0.5	212	0.5	51.5
322	1.5	0	0.5	46.5	3.5	0.5	4.5	0	3	4	2	10	0.5	212.5	0.5	52.5
323	1.5	0	0.5	46	3.5	0.5	3.5	0	3	7.5	2	10	0.5	213	0.5	55
324	1.5	0	0.5	41	3.5	0	3.5	0	3	12	2	9	0.5	213	0.5	55.5
325	1.5	0	0.5	40.5	3.5	0	3.5	0	3	16	2	9	0.5	213	0.5	56
326	1.5	0	0.5	40.5	3.5	0	3.5	0	2.5	18	2	8.5	0.5	212.5	0.5	56
327	1.5	0	0.5	41	3.5	0	3.5	0	2.5	19	2	8.5	0.5	212.5	0.5	57.5
328	1.5	0	0.5	40	3.5	0	3.5	0	2.5	19	5.5	6.5	0.5	212.5	0	76
329	1.5	0	0.5	42	3.5	0	3.5	0	2.5	19.5	5.5	3.5	0.5	212.5	0	161.5
330	1.5	0	0.5	42	3.5	0	3.5	0	2.5	21	5.5	3.5	0.5	212.5	0	168.5
331	1.5	0	0.5	43	1.5	0	3.5	0	2.5	59	5.5	2	0.5	211	0	169
332	1.5	0	0.5	42	1.5	0	3.5	0	2.5	60	20.5	2	0.5	205.5	0	169
333	1.5	0	0.5	42	1.5	0	3.5	0	2.5	62.5	22.5	2	0.5	149	0	190.5
334	1.5	0	0.5	42.5	1.5	0	3.5	0.5	2.5	63.5	23.5	2	0.5	141.5	0	190.5
335	1.5	0	0.5	42.5	1.5	0	3.5	0.5	2.5	64.5	24	2	0.5	135	0	192.5
336	1.5	0	0.5	43.5	1	0	3	0.5	2.5	64.5	24.5	2	0.5	134	0	245
337	1.5	0	0.5	45.5	1	0	3	0.5	2.5	68	26.5	2	0.5	131	0	247.5
338	1.5	0	0.5	80	1	0	3	1.5	2.5	68.5	29	2	0.5	131	0	256.5
339	1.5	0	0.5	91	1	0	3	1.5	2.5	69	29	2	0.5	127.5	0	258
340	1.5	0	0.5	93.5	1	0	2.5	1.5	2.5	69	30.5	2	0.5	125	0	266
341	1.5	0	0.5	99	1.5	0	2.5	1.5	2.5	68.5	30.5	3	0.5	122.5	0	278
342	1.5	0	0.5	100.5	2.5	0	2.5	2	2.5	68.5	31	3	0.5	122.5	0	279.5
343	1.5	0	0.5	104	2.5	0	2.5	2	2.5	68.5	31	4.5	0.5	122.5	0	280.5
344	1.5	0	0.5	105	2.5	0	2.5	2	2.5	68.5	31.5	39.5	0.5	122.5	0	280.5
345	1.5	0	0.5	105	3	0	2.5	2	2.5	68.5	31.5	41.5	0.5	122.5	0	282
346	1.5	0	0.5	105	4.5	0	2.5	2	2.5	68.5	31.5	45.5	0.5	122.5	0	282.5
347	2	0	0.5	105	5.5	0	2.5	2	2.5	70	31.5	46.5	0.5	122.5	0	282.5
348	2	0	0.5	105.5	5.5	0	2.5	2	2.5	81.5	31.5	54.5	0.5	122.5	0	283.5
349	2	0	0.5	106	7.5	0	2	2	2.5	84	31.5	54.5	0.5	122.5	0	284
350	2	0	0.5	105	8	1.5	2	2	2.5	84	157	54.5	0.5	123	0	284.5
351	2	0	0.5	105.5	8	2	2	2	2.5	85.5	184.5	54.5	0.5	123	0	284.5
352	2	0	0.5	105.5	8	3	2	3	2.5	86	189	55	0.5	122.5	0	285.5
353	2	0	0.5	106	8.5	3	2	3	2.5	86.5	202	55.5	0.5	122.5	0	286
354	2	0	0.5	106	9.5	3	2	3	1	86.5	460.5	59	0.5	123	0	287
355	2	0	0.5	102	9.5	3	2	3	1	86.5	470	90	0.5	122.5	0	287.5
356	2	0	0.5	102	9.5	3.5	2	3	1	86.5	543.5	96.5	0.5	122.5	0	287.5
357	2.5	0	0.5	102	9.5	3.5	2	3	1	86.5	557.5	97	0.5	122.5	0	288.5
358	2.5	0	0.5	102	10	3.5	2	3	1	87	576.5	97.5	0.5	124	0	288.5
359	2.5	0	0.5	102	10	3.5	2	3	1	87	596	98	0.5	119.5	0	288.5
360	2.5	0	0.5	102	10	3.5	1.5	3	1	87	607.5	98	0.5	114.5	0	288.5
361	2.5	0	0.5	102	10	3.5	1.5	3	1	87.5	613.5	98.5	0.5	114.5	0	288.5
362	2.5	0	0.5	102	10.5	3.5	1.5	3	1	87.5	616	98.5	0.5	114	0	288.5
363	2.5	0	0.5	102	11.5	3.5	1.5	3	1	88	621	98.5	0.5	113.5	0	288.5
364	2.5	0	0.5	102.5	13.5	3.5	1.5	3.5	1	88	627.5	98.5	0.5	110	0	288.5
365	2.5	0	0.5	102.5	14	3.5	1.5	4	1	88	628	99	0.5	46.5	0	288.5
366	2.5	0	0.5	102.5	14	3.5	1.5	6	1	88	630	99	0.5	45	0	289
367	2.5	0	0.5	101.5	14	3.5	1.5	7.5	1	88.5	631	99	0.5	42	0.5	289
368	2.5	0	0.5	101.5	14	3.5	1.5	10	1	88.5	631.5	99	0.5	41	0.5	288.5
369	2.5	0	0.5	101.5	14	3.5	1.5	11.5	0.5	88.5	631.5	99	0.5	39.5	0.5	288.5
370	2.5	0	0.5	101.5	14	3.5	1.5	15	0	88.5	632	99	0.5	39	0.5	288.5
371	2.5	0	0.5	101.5	14.5	3.5	1.5	15	0	88.5	633	99	1	39	0.5	288.5
372	2.5	0	0.5	96.5	14.5	3.5	1	15	0	88.5	633.5	99	1	37	0.5	288.5
373	2.5	0	0.5	96	15	3.5	1	15.5	0	88.5	633.5	99	1	37	0.5	288.5
374	2.5	0	0.5	96.5	17.5	3.5	1	15.5	0	88.5	633.5	99	1	37	0.5	288.5
375	2.5	0	0.5	85	18.5	3.5	1	16	0	88.5	632.5	99	1	37.5	0.5	288.5
376	2.5	0	0.5	84	18.5	3.5	1	17.5	0	88.5	632.5	99	1	36	0.5	289.5
377	2.5	0	0.5	84	19	3.5	1	18	0	88.5	632.5	99	1.5	34	0.5	289.5
378	2.5	0	0.5	82.5	20	3.5	1	18	0	88.5	632.5	99	1.5	34	0.5	289.5
379	2.5	0	0	81.5	20	3.5	1	18	0	88.5	632.5	99	2	34	0.5	288.5
380	2.5	0	0	82	20	3.5	1	19	0	88.5	632.5	99	2	34	0.5	288.5
381	2.5	0	0	81.5	21	3.5	1.5	21.5	0	88.5	632.5	99	2	34	0.5	283.5
382	2.5	0	0	81.5	20.5	3.5	1.5	35.5	0	88.5	632.5	99	3.5	33	0.5	283.5
383	2.5	0	0	80	20.5	3.5	1.5	36	0	88.5	632.5	99	8.5	32.5	0.5	283.5
384	2.5	0	0	80	20.5	3.5	1.5	36	0	88.5	633	99	10.5	32	0.5	283
385	2.5	0	0	80.5	20.5	3.5	1.5	36	0	88.5	633	99	11	29.5	0.5	282.5
386	2.5	0	0	80.5	20.5	3.5	1.5	36.5	0	88.5	632.5	99	11	20.5	0.5	282
387	2.5	0	0	80.5	21	3.5	1.5	36.5	0	88.5	632.5	99	12	18	0.5	281.5
388	2.5	0	0	80.5	21.5	3.5	1.5	37	0	88.5	632.5	99	13	13.5	0.5	280.5
389	2.5	0	0	74.5	21.5	5.5	2	37	0	88	632.5	99	15.5	13.5	0.5	280
390	2.5	0	0	75	22	5.5	1	37	0	88	632.5	99	16.5	13.5	0.5	262
391	2.5	0	0	74.5	22	7	1	37	0	88	632.5	99	16.5	13.5	0.5	260.5
392	2	0	0	76	22.5	7.5	1.5	37	0	88	632.5	99	17.5	13	0.5	260
393	2	0	0	76.5	23	7.5	1.5	37	0	88	632.5	99	17.5	14.5	0.5	258
394	2	0	0	76.5	23	7.5	1.5	37	0	87.5	632.5	99	17.5	15	0.5	246
395	2	0	0	76.5	23	13.5	1.5	37.5	0	86	632.5	99	18	16	0.5	246
396	2	0	0	76.5	23	13.5	1.5	37.5	0	86	632.5	99	19	15.5	0.5	245.5
397	2.5	0	0	77	23	14	1.5	37.5	0	86	632.5	99	19	15	0.5	238
398	2	0	0	77	23	14	1.5	38	1	86	632.5	99	22	15	0.5	237
399	2	0	0	77	23	14.5	1.5	38	1	82.5	632.5	99	22	15	0.5	236.5
400	2	0	0	77	23	15	1.5	37.5	1	78	632.5	99	22	16	0.5	236.5
401	2	0	0	77	23.5	15.5	1.5	37.5	1	70.5	632.5	99	22	16	0.5	236
402	2	0	0	77	23.5	15.5	1.5	37.5	1	70.5	632.5	99	22	16	0.5	235.5
403	2	0	0	75.5	23.5	15.5	1.5	37.5	1	70.5	631.5	99	23	16	0.5	233.5
404	2	0	0	76	30	15.5	1.5	38.5	1	70.5	629	99	27.5	16	0.5	213.5
405	2	0	0	75	30	15.5	1.5	38	1.5	70	629	99	28.5	16	0.5	119.5
406	2	0	0	75	30	15.5	1.5	38.5	1.5	68.5	629	99	28.5	24	0.5	117
407	2	0	0	74	30	15.5	1.5	39	1.5	26	628.5	98.5	29.5	86.5	0.5	NA
408	2	0	0	74	30.5	15.5	1.5	39	1.5	26	609.5	98.5	30	107.5	0.5	NA
409	2	0	0	74.5	31	15.5	2	39	1.5	24.5	609.5	98.5	53.5	110	0.5	NA
410	2	0	0	74	31	16	2	38.5	1.5	24.5	608.5	98.5	55.5	113.5	0.5	NA
411	2	0	0	74	31	16	2	38.5	1.5	23.5	608.5	98.5	56	117	0.5	NA
412	2	0	0	72.5	30.5	16	2	38.5	1.5	23	608	98.5	56	158	0.5	NA
413	2	0	0	69	30.5	16	2	38.5	1.5	19.5	606	97.5	56.5	159	0.5	NA
414	2	0	0	26	30	16	2	38.5	1.5	19.5	603	97.5	58.5	160	0.5	NA
415	2	0	0	17.5	30	16	2.5	38.5	1.5	19.5	603	97	58.5	161	0.5	NA
416	2	0	0	16.5	30.5	16	2.5	38.5	1.5	19.5	603	97	58.5	161	0.5	NA
417	2	0	0	11	30	16	2.5	38.5	1.5	19.5	603	96.5	59	161.5	0.5	NA
418	2	0	0	10.5	29	16	3	38.5	1.5	23	602.5	96.5	59	162	0.5	NA
419	1.5	0	0	8	32.5	16	3	38.5	1.5	23	602.5	95	59	163.5	0.5	NA
420	1.5	0	0	8	32.5	16	3	38.5	1.5	23	602.5	58	59	163.5	2	NA
421	1.5	0	0	8	31.5	16	3	38.5	1.5	23.5	602.5	57.5	59.5	163.5	2.5	NA
422	1.5	0	0	8.5	29.5	16	3	38.5	1.5	24	602.5	53	60.5	164	2.5	NA
423	1.5	0	0	8.5	27	16	3	38.5	1.5	23	602.5	53	68	164	3.5	NA
424	1.5	0	0	8.5	27.5	16	3	38.5	1.5	9	600.5	45	68	164	7	NA
425	1.5	0	0	8.5	28.5	15.5	3	38.5	1.5	9	594.5	45	73	164	7	NA
426	1.5	0	0	8.5	28	13.5	3	38.5	1.5	11	423.5	44	93	163.5	8	NA
427	1.5	0	0	8	27.5	13.5	3	38	1.5	25.5	410	44	100.5	163.5	12	NA
428	1.5	0	0	8	27.5	12.5	3	37	1.5	26.5	406	43.5	144.5	163.5	16.5	NA
429	1.5	0	0	8	27	12.5	3	37	1.5	26.5	344.5	42.5	145	163.5	19	NA
430	1.5	0	0	9.5	26.5	12.5	3	39.5	1.5	26.5	98	38	155.5	163.5	20	NA
431	1.5	0	0	10.5	26	12.5	3	321.5	1.5	26.5	86	1.5	157	163.5	22	NA
432	1.5	0	0	10.5	26	12.5	3	343	1.5	29.5	10.5	1.5	173.5	164	31	NA
433	1	0	0	10.5	26	12.5	3	350	1.5	40	10	0.5	179.5	163.5	33.5	NA
434	1	0	0	10.5	27	12.5	3	353.5	1.5	40	8	0.5	180	161	33.5	NA
435	1	0	0	11	27	12.5	3	356	1.5	40.5	8	0.5	184	161	33.5	NA
436	1	0	0	10.5	27.5	12.5	3	360	1.5	40.5	6	0.5	190.5	161	33.5	NA
437	1	0	0	10.5	28	12.5	3	407	1.5	40.5	5.5	0.5	190.5	161	34	NA
438	1	0	0	11	28	12.5	3	503.5	1.5	41	5	0.5	190.5	161	34	NA
439	1	0	0	11	27.5	12.5	3	531.5	1.5	41	4.5	0.5	190.5	161	34	NA
440	1	0	0	11	27.5	12.5	3	536	1.5	41.5	1	0	190.5	161	34.5	NA
441	1	0	0	11.5	27.5	12.5	3	542.5	1.5	43	0.5	0	191	161	34.5	NA
442	1	0	0	16.5	29	12.5	3	545	1.5	43.5	0.5	0	191	161	34.5	NA
443	1	0	0	17	29	12.5	3	548.5	1.5	45	0.5	0	191.5	161	35.5	NA
444	1	0	0	17	29	12.5	3	548	1.5	45	0.5	0	197	161	35.5	NA
445	1	0	0	17	29	12.5	3	547.5	1.5	67.5	0.5	0	197.5	161	36	NA
446	1	0	0	17	29	12.5	3	548.5	1.5	68.5	0.5	0	250	161	36.5	NA
447	1	0	0	16	29.5	12.5	3	552	1.5	69.5	0.5	0	254.5	161	37	NA
448	1	0	0	16.5	29.5	12.5	3	552.5	1.5	69.5	0.5	0	255.5	161	37	NA
449	1	0	0	16.5	27	12.5	3	554.5	1.5	78	0.5	0	256.5	161	44.5	NA
450	1	0	0	16.5	25	12.5	3	554.5	1.5	79.5	0.5	0	257	160	70.5	NA
451	1	0	0	16.5	25	12.5	3	554.5	1.5	80	0.5	0	257.5	160	71.5	NA
452	1	0	0	16.5	25	12.5	3	559	1.5	93.5	0.5	0	270	158.5	73.5	NA
453	1	0	0	16.5	24.5	12.5	3	561	1.5	93.5	0.5	0	338	158.5	73.5	NA
454	1	0	0	16.5	24.5	12.5	3	565.5	1.5	95.5	0.5	0	343.5	158.5	173.5	NA
455	1	0	0	16.5	24.5	12.5	3	587.5	1.5	96	0.5	0	345.5	158.5	306.5	NA
456	1	0	0	16	24.5	12.5	3	588	1.5	130.5	0.5	0	511.5	158.5	317	NA
457	1	0	0	16	24.5	12.5	3	595	1.5	152	0	0	591.5	158.5	321	NA
458	1	0	0	16	24.5	12.5	2.5	584.5	1.5	169.5	0	0	701	158.5	360.5	NA
459	1	0	0	16	24.5	12.5	2.5	586.5	1.5	171	0	0	739.5	158.5	364.5	NA
460	1	0	0	15.5	24.5	12.5	3	589	1.5	171.5	0	0	744.5	158.5	368	NA
461	1	0	0	15.5	24.5	12.5	3	593	1.5	175.5	0	0	746	158.5	371.5	NA
462	1	0	0	15.5	24.5	12.5	3	592.5	1.5	180	0	0	750.5	158.5	373	NA
463	1	0	0	15.5	23.5	12.5	3	592.5	1.5	183	0	0	869.5	158	397.5	NA
464	1	0	0	15.5	23	12	3	592	1.5	226	0	0	880	154.5	399	NA
465	1	0	0	15.5	23.5	10	3	592.5	1.5	319.5	0	0	881.5	154.5	401.5	NA
466	1	0	0	15	23	8	3	592.5	2	326.5	0	0	886.5	154.5	403	NA
467	1	0	0	15	76	6.5	3	593	2	339	0	0	914.5	154.5	405.5	NA
468	1	0	0	13.5	81.5	6.5	2.5	593	2	417	0	0	925	154.5	408	NA
469	0.5	0	0	13	81	6.5	2.5	593	2.5	423.5	0	0	1067	151.5	408	NA
470	0.5	0	0	13	84	6	2	593	2.5	427.5	0	0	1521.5	149.5	408	NA
471	0.5	0	0	13	85.5	0.5	2	593.5	2.5	433	0	0	1574	149.5	408	NA
472	0.5	0	0	12.5	86	0.5	2	593.5	2	442.5	0	0	1583.5	149.5	408	NA
473	0	0	0	12.5	87	0.5	2	593.5	2	454.5	0	0	1608.5	149.5	408.5	NA
474	0	0	0	12.5	87.5	0.5	2	593.5	1	464	0	0	1646	149.5	408.5	NA
475	0	0	0	12.5	89	0.5	2	593.5	1	468	0	0	1662	149.5	408.5	NA
476	0	0	0	12.5	88.5	0.5	2	593.5	1.5	477.5	0	0	1668	149.5	409	NA
477	0	0	0	12.5	89	0.5	2	594.5	1.5	483	0	0	1673.5	149.5	409	NA
478	0	0	0	12.5	89	0.5	2	594.5	1.5	485	0	0	1679.5	149.5	409.5	NA
479	0	0	0	12.5	89.5	0.5	2	594.5	1.5	492	0	0	1684.5	149.5	409.5	NA
480	0	0	0	12	83.5	0.5	2	594.5	1.5	499.5	0	0	1683.5	149.5	409.5	NA
481	0	0	0	11	83.5	0.5	2	594.5	1.5	505	0	0	1688	149.5	409.5	NA
482	0	0	0	11	83	0.5	2	595	1.5	508.5	0	0	1691.5	140.5	409.5	NA
483	0	0	0	11	83.5	0.5	2	594.5	2	511	0	0	1692.5	54.5	409.5	NA
484	0	0	0	11	85.5	0.5	2	594.5	2	513.5	0	0	1688.5	48.5	410	NA
485	0	0	0	11	85	0.5	2	594	2	514.5	0	0	1669.5	48	410	NA
486	0	0	0	11	86	0	2	594.5	2.5	514.5	0	0	1671	45	410	NA
487	0	0	0	11	86	0	2	594.5	2.5	514.5	0	0	1671.5	42	410.5	NA
488	0	0	0	11	86	0	2	594.5	2.5	514.5	0	0	1670.5	4	410.5	NA
489	0	0	0	11	86	0	2	594.5	2.5	514.5	0	0	1670	2	410.5	NA
490	0	0	0	11	87	0	2	594.5	3.5	514.5	0	0	1670	1.5	410.5	NA
491	0	0	0	11	87	0	1	594.5	3.5	514.5	0	0	1668.5	1.5	410.5	NA
492	0	0	0	11	86.5	0	1	594.5	3.5	514.5	0	0	1670	1.5	410.5	NA
493	0	0	0	11	84.5	0	1	594.5	3.5	514.5	0	0	1671.5	1.5	410.5	NA
494	0	0	0	11	84	0	1	594.5	3.5	510	0	0	1671.5	1.5	410.5	NA
495	0	0	0	11	81	0	1	594.5	4	510	0	0	1671.5	1.5	410.5	NA
496	0	0	0	11	81	0	1	594.5	7.5	510	0	0	1671.5	1.5	408.5	NA
497	0	0	0	11	81	0	1	594.5	9	509.5	0	0	1671.5	1.5	408.5	NA
498	0	0	0	10.5	81	0	1	594.5	9.5	509	0	0	1670	1.5	408.5	NA
499	0	0	0	10.5	81	0	1	594.5	9.5	509	0	0	1662.5	1.5	407	NA
500	0	0	0	10.5	80.5	0	1	594.5	9.5	508	0	0	1660.5	1.5	403.5	NA
501	0	0	0	10.5	79.5	0	1	594.5	12	507	0	0	1656	1.5	403.5	NA
502	0	0	0	10.5	80	0	1	594.5	12.5	505.5	0	0	1628	1.5	402.5	NA
503	0	0	0	10.5	81	0	1	594.5	12.5	489.5	0	0	1620	1.5	398	NA
504	0	0	0	10.5	81	0	1	594.5	12.5	489.5	0	0	1584	1.5	393.5	NA
505	0	0	0	9.5	81	0	1	594	12.5	489.5	0	0	1582	1.5	390	NA
506	0	0	0	8.5	81	0	1	570.5	12.5	489.5	0	0	1570	1.5	390	NA
507	0	0	0	8	81	0	1	284	13.5	489	0	0	1570	1.5	386.5	NA
508	0	0	0	8	81	0	1	280.5	13.5	486	0	0	1555.5	1.5	376	NA
509	0	0	0	8	81	0	1	277.5	14	473	0	0	1550.5	1.5	376	NA
510	0	0	0	8	80	0	1	244	14	473	0	0	1550	1.5	375	NA
511	0	0	0	7	80	0	1	244	14.5	473	0	0	1545.5	1.5	375	NA
512	0	0	0	6.5	77.5	0.5	1	242	15.5	473	0	0	1540.5	1.5	375	NA
513	0	0	0.5	6.5	77.5	0.5	1	197	16	473.5	0	0	1540.5	1.5	374.5	NA
514	0	0	0.5	6.5	77.5	0.5	1	89	16.5	473.5	0	0	1540.5	2	374.5	NA
515	0	0	0.5	6.5	77.5	0.5	1	75	16.5	473.5	0	0	1540.5	2	374.5	NA
516	0	0	0.5	6	77.5	0.5	1	72	18	473	0	0	1540.5	2	374.5	NA
517	0	0	0.5	5	77.5	1	1	71	20.5	472	0	0	1540.5	2	374.5	NA
518	0	0	0.5	0.5	76	1	1	65.5	23.5	472	0	0	1540.5	2	374.5	NA
519	0	0	0.5	0.5	76	1	1	65.5	24	470.5	0	0	1539.5	2	373.5	NA
520	0	0	0.5	0.5	76.5	1	1	65	27.5	470.5	0	0	1534	2	373.5	NA
521	0	0	0.5	0.5	76.5	1	2	63	28	443	0	0	1530.5	2	373	NA
522	0	0	0.5	0.5	76.5	1	2	63	33.5	443	0	0	1472.5	2	373	NA
523	0	0	0.5	0.5	88.5	1	2	64	35	443	0	0	1472	2	373	NA
524	0	0	0.5	0.5	88.5	1	2	64	35	441	0	0	1471.5	2	372.5	NA
525	0	0	0.5	0.5	89	1	2	64	36.5	430	0	0	1471.5	2	364.5	NA
526	0	0	0.5	0.5	89.5	1.5	2	64	36.5	429.5	0	0	1471.5	2	335.5	NA
527	0	0	0.5	0.5	90	1.5	2	63	40	428	0	0	1468	2	334.5	NA
528	0	0	0.5	0.5	90	1.5	2	56	41	411.5	0	0	1448.5	2	333.5	NA
529	0	0	0.5	0.5	90	1.5	2	53.5	41.5	411	0	0	1382.5	2	326.5	NA
530	0	0	0.5	0.5	89.5	1.5	2	46.5	42	412.5	0	0	1377	2	220.5	NA
531	0	0	0.5	0.5	90.5	1.5	2	27.5	42	405	0	0	1373	2	86.5	NA
532	0	0	1	0.5	90.5	1.5	2	24	42	340	0	0	1193.5	2	82	NA
533	0	0	1	0.5	96	1.5	1.5	16	42.5	335.5	0	0	1086	2	77	NA
534	0	0	1	0.5	96	1.5	1.5	9.5	42.5	323	0	0	967.5	2	38	NA
535	0	0	1	0.5	97.5	1.5	1.5	9.5	42.5	321	0	0	952	2	38	NA
536	0	0	1	0.5	109	2	1	6	43.5	321	0	0	952	2	NA	NA
537	0	0	1.5	0.5	109.5	2	1	3	44.5	320.5	0	0	949.5	2	NA	NA
538	0	0	1.5	0.5	112.5	2	1	3	45	320.5	0	0	939.5	2	NA	NA
539	0	0	1.5	0.5	113	2.5	1	3	46.5	309	0	0	812.5	2	NA	NA
540	0	0	1.5	0.5	126	2.5	1	3	46.5	249	0	0	803.5	2	NA	NA
541	0	0	1.5	0.5	177.5	2.5	1	2	53	133.5	0	0	802	2	NA	NA
542	0	0	1.5	0.5	173.5	2.5	1	2	54.5	127.5	0	0	799	2	NA	NA
543	0	0	2.5	0.5	164.5	2.5	1	2	463.5	105	0	0	766	NA	NA	NA
544	0	0	2.5	0.5	175	2.5	1	2	479	15.5	0	0	753	NA	NA	NA
545	0	0	2.5	0.5	178.5	2.5	1	2	630.5	8.5	0	0	556	NA	NA	NA
546	0	0	2.5	0.5	183.5	2.5	1	2	641.5	8.5	0	0	77	NA	NA	NA
547	0	0	2.5	0.5	200	2.5	1	1.5	739	8.5	0	0	NA	NA	NA	NA
548	0	0	2.5	0.5	252.5	2.5	1	1.5	747	8.5	0	0	NA	NA	NA	NA
549	0	0	2.5	0.5	255	2.5	2	1.5	750.5	6.5	0	0	NA	NA	NA	NA
550	0	0	2.5	1	258	2.5	2.5	1.5	751	5.5	0	0	NA	NA	NA	NA
551	0	0	2.5	1	258.5	2.5	2.5	1.5	753.5	4.5	0	0	NA	NA	NA	NA
552	0	0	3	1	258.5	2.5	3	1.5	760	4.5	0	0	NA	NA	NA	NA
553	0	0	3	1.5	260	2.5	3	1.5	760.5	4.5	0	0	NA	NA	NA	NA
554	0	0	3.5	1.5	260	2.5	4	1.5	764.5	4	0	0	NA	NA	NA	NA
555	0	0	3.5	1.5	261.5	2.5	4	1.5	790	4	0	0	NA	NA	NA	NA
556	0	0	3.5	1.5	264	2.5	4	1.5	792.5	3.5	0	0	NA	NA	NA	NA
557	0	0	3.5	1	264	2.5	4	1.5	794	4	0	0	NA	NA	NA	NA
558	0	0	3.5	1	264	2.5	4.5	1	804	5	0	0	NA	NA	NA	NA
559	0	0	3.5	1	264.5	2.5	6.5	1	804.5	5	0	0	NA	NA	NA	NA
560	0	0	3.5	1	263.5	2.5	6.5	1	805.5	5	0	0	NA	NA	NA	NA
561	0	0	3.5	1	263.5	2.5	6.5	1	828.5	5	0	0	NA	NA	NA	NA
562	0	0	3.5	1	263.5	2.5	6.5	1	829.5	5	0	0	NA	NA	NA	NA
563	0	0	3.5	1	264	2.5	6.5	1	831.5	5	0	0	NA	NA	NA	NA
564	0	0	3.5	1	263.5	2.5	6.5	2.5	846	5	0	0	NA	NA	NA	NA
565	0	0	4	1	264	2.5	7	2.5	848.5	5	0	0	NA	NA	NA	NA
566	0	0	4.5	1	263.5	2.5	7	2.5	849.5	5	0	0	NA	NA	NA	NA
567	0	0	6.5	1	263.5	2.5	9	2.5	880	5	0	0	NA	NA	NA	NA
568	0	0	7	1	263.5	2.5	15.5	2.5	957.5	5	0	0	NA	NA	NA	NA
569	0	0	7.5	1	263.5	2.5	16	2.5	962	5	0	NA	NA	NA	NA	NA
570	0	0	8	1	263.5	2.5	16	2.5	1026.5	5	0	NA	NA	NA	NA	NA
571	0	0	8	1	263.5	7.5	15.5	2.5	1029.5	5	0	NA	NA	NA	NA	NA
572	0	0	8	1	263.5	7.5	32	3.5	1023	5	0	NA	NA	NA	NA	NA
573	0	0	9	1	263.5	8	38	3.5	1021.5	5	0	NA	NA	NA	NA	NA
574	0	0	9	4	263.5	8	38	3.5	1023.5	5	0	NA	NA	NA	NA	NA
575	0	0	9	4	263.5	8	41	9	1084	5	0	NA	NA	NA	NA	NA
576	0	0	9	5	263.5	8	42	9	1267	5	0	NA	NA	NA	NA	NA
577	0	0	9.5	5	263.5	8	47	14	1308	5	0	NA	NA	NA	NA	NA
578	0	0	9.5	6	262.5	8	54	16.5	1340.5	5	0	NA	NA	NA	NA	NA
579	0	0	9.5	9	262.5	8	56.5	17	1910.5	5	0	NA	NA	NA	NA	NA
580	0	0	9.5	9	262.5	8	59	19	1937.5	5	0	NA	NA	NA	NA	NA
581	0	0	9.5	10	262.5	8	60.5	21	2769	5	0	NA	NA	NA	NA	NA
582	0	0	9.5	10.5	262.5	8	64.5	27	2792.5	5	0	NA	NA	NA	NA	NA
583	0	0	9.5	10.5	262.5	8	64.5	30.5	3077	5	0	NA	NA	NA	NA	NA
584	0	0	9.5	10.5	262.5	8	65	30.5	3108.5	5	0	NA	NA	NA	NA	NA
585	0	0	9.5	10.5	262.5	7.5	67.5	90.5	3188	5	0	NA	NA	NA	NA	NA
586	0	0	9.5	10.5	262.5	7.5	69.5	96	3198.5	5	0	NA	NA	NA	NA	NA
587	0	0	9.5	11	262.5	7.5	70.5	98	3232.5	5	0	NA	NA	NA	NA	NA
588	0	0	9.5	11	262.5	7.5	72	99.5	3243.5	5	0	NA	NA	NA	NA	NA
589	0	0	9	12.5	262.5	7.5	73.5	100.5	3278	4	0	NA	NA	NA	NA	NA
590	0	0	9	16	262	7.5	75.5	109.5	3573	4	0	NA	NA	NA	NA	NA
591	0	0	9	16	262.5	7.5	76	113.5	3581.5	4	0.5	NA	NA	NA	NA	NA
592	0	0	9	16	262.5	7	76.5	126.5	3588	4	0.5	NA	NA	NA	NA	NA
593	0	0	9.5	16	262.5	7	76.5	133.5	3595.5	4	0.5	NA	NA	NA	NA	NA
594	0	0	9.5	33	262.5	7	76.5	142.5	3596	4	0.5	NA	NA	NA	NA	NA
595	0	0	10	39.5	262.5	7	77.5	153	3598.5	3.5	0.5	NA	NA	NA	NA	NA
596	0	0.5	10	41.5	262	7	78	162.5	3613.5	3.5	0.5	NA	NA	NA	NA	NA
597	0	0.5	10	41.5	262	7.5	78	164	3617.5	3.5	0.5	NA	NA	NA	NA	NA
598	0	0.5	10	41.5	262	7.5	81	167	3628	3.5	0.5	NA	NA	NA	NA	NA
599	0	0.5	10	41.5	246.5	7.5	81.5	168	3713	3.5	0.5	NA	NA	NA	NA	NA
