peak_label	chr	start_coord	end_coord	length_peak	abs_summit_coord	pileup_height	neg_log10_pvalue	gene_3UTR	UTR_start	UTR_end	UTR_strand
Nuc_1_SRR6315594_peak_1770	1	8314520	8314616	97	8314566	231	106.02493	NCU03045	8313790	8314749	+
Nuc_1_SRR6315594_peak_1771	1	8314640	8314787	148	8314729	1579	1941.05029	NCU03045	8313790	8314749	+
Nuc_1_SRR6315594_peak_1784	1	8379227	8379330	104	8379276	162	56.13822	NCU03033	8379215	8380277	+
Nuc_1_SRR6315594_peak_1785	1	8379932	8380187	256	8380078	1089	1183.15381	NCU03033	8379215	8380277	+
Nuc_1_SRR6315594_peak_1787a	1	8385383	8385598	216	8385432	130	33.6355	NCU03031	8385185	8386152	-
Nuc_1_SRR6315594_peak_1787b	1	8385383	8385598	216	8385528	353	215.25471	NCU03031	8385185	8386152	-
Nuc_1_SRR6315594_peak_1788	1	8385862	8386024	163	8385926	3148	4769.08252	NCU03031	8385185	8386152	-
Nuc_1_SRR6315594_peak_1809a	1	8464247	8464488	242	8464311	390	100.13829	NCU03006	8464115	8464460	+
Nuc_1_SRR6315594_peak_1809b	1	8464247	8464488	242	8464431	4890	6075.05469	NCU03006	8464115	8464460	+
Nuc_1_SRR6315594_peak_1810a	1	8467232	8467534	303	8467330	5432	7127.5083	NCU03004	8467210	8467754	+
Nuc_1_SRR6315594_peak_1810b	1	8467232	8467534	303	8467441	707	341.24731	NCU03004	8467210	8467754	+
Nuc_1_SRR6315594_peak_1826a	1	8525400	8525661	262	8525467	644	462.99908	NCU02978	8525158	8525619	+
Nuc_1_SRR6315594_peak_1826b	1	8525400	8525661	262	8525589	970	858.01062	NCU02978	8525158	8525619	+
Nuc_1_SRR6315594_peak_1827a	1	8526130	8526435	306	8526245	2334	2918.29297	NCU02977	8526178	8526939	-
Nuc_1_SRR6315594_peak_1827b	1	8526130	8526435	306	8526352	867	726.36017	NCU02977	8526178	8526939	-
Nuc_1_SRR6315594_peak_1831a	1	8540064	8540481	418	8540186	904	783.03577	NCU02972	8540142	8540533	-
Nuc_1_SRR6315594_peak_1831b	1	8540064	8540481	418	8540341	2018	2422.82056	NCU02972	8540142	8540533	-
Nuc_1_SRR6315594_peak_1847a	1	8596682	8596950	269	8596730	168	14.74476	NCU02956	8596556	8596909	+
Nuc_1_SRR6315594_peak_1847b	1	8596682	8596950	269	8596891	1892	1773.44666	NCU02956	8596556	8596909	+
Nuc_1_SRR6315594_peak_1878a	1	8770139	8770453	315	8770246	334	203.276	NCU02896	8770144	8770438	-
Nuc_1_SRR6315594_peak_1878b	1	8770139	8770453	315	8770383	257	130.99492	NCU02896	8770144	8770438	-
Nuc_1_SRR6315594_peak_1903a	1	8944761	8945015	255	8944832	614	498.99496	NCU02840	8944802	8945059	-
Nuc_1_SRR6315594_peak_1903b	1	8944761	8945015	255	8944945	803	740.18256	NCU02840	8944802	8945059	-
Nuc_1_SRR6315594_peak_1907a	1	8959681	8959955	275	8959728	265	129.39398	NCU02834	8959378	8959950	+
Nuc_1_SRR6315594_peak_1907b	1	8959681	8959955	275	8959895	391	248.41814	NCU02834	8959378	8959950	+
Nuc_1_SRR6315594_peak_1909	1	8973210	8973288	79	8973247	126	33.47052	NCU02830	8972682	8973615	+
Nuc_1_SRR6315594_peak_1910a	1	8973339	8973632	294	8973417	436	310.68015	NCU02830	8972682	8973615	+
Nuc_1_SRR6315594_peak_1910b	1	8973339	8973632	294	8973582	255	129.23888	NCU02830	8972682	8973615	+
Nuc_1_SRR6315594_peak_1916	1	9030293	9030512	220	9030419	2573	3518.75146	NCU02815	9030061	9030833	+
Nuc_1_SRR6315594_peak_1917	1	9030665	9030848	184	9030780	330	174.52888	NCU02815	9030061	9030833	+
Nuc_1_SRR6315594_peak_1919a	1	9037561	9038124	564	9037722	1315	896.1181	NCU02813	9037516	9037970	+
Nuc_1_SRR6315594_peak_1919b	1	9037561	9038124	564	9037848	1698	1330.9895	NCU02813	9037516	9037970	+
Nuc_1_SRR6315594_peak_1919c	1	9037561	9038124	564	9038043	441	124.24256	NCU02812	9037899	9038340	-
Nuc_1_SRR6315594_peak_1920	1	9038146	9038256	111	9038196	1062	634.69794	NCU02812	9037899	9038340	-
Nuc_1_SRR6315594_peak_1923a	1	9049868	9050248	381	9049988	1533	1886.0094	NCU02810	9049753	9050212	+
Nuc_1_SRR6315594_peak_1923b	1	9049868	9050248	381	9050182	482	362.66534	NCU02810	9049753	9050212	+
Nuc_1_SRR6315594_peak_1928a	1	9063156	9063485	330	9063264	8792	12618.78125	NCU02806	9063093	9063589	+
Nuc_1_SRR6315594_peak_1928b	1	9063156	9063485	330	9063405	3263	3314.80566	NCU02806	9063093	9063589	+
Nuc_1_SRR6315594_peak_1935a	1	9093310	9093608	299	9093380	2342	1607.95215	NCU02797	9093248	9093660	+
Nuc_1_SRR6315594_peak_1935b	1	9093310	9093608	299	9093549	20862	33453.54297	NCU02797	9093248	9093660	+
Nuc_1_SRR6315594_peak_1946a	1	9153952	9154293	342	9154011	159	54.10661	NCU10282	9153854	9154454	-
Nuc_1_SRR6315594_peak_1946b	1	9153952	9154293	342	9154125	138	40.59162	NCU10282	9153854	9154454	-
Nuc_1_SRR6315594_peak_1946c	1	9153952	9154293	342	9154231	312	181.75391	NCU10282	9153854	9154454	-
Nuc_1_SRR6315594_peak_1948b	1	9184260	9184646	387	9184474	166	58.88402	NCU02789	9184315	9184697	-
Nuc_1_SRR6315594_peak_1948c	1	9184260	9184646	387	9184582	252	126.61751	NCU02789	9184315	9184697	-
Nuc_1_SRR6315594_peak_1950a	1	9199778	9200048	271	9199869	279	115.71595	NCU02786	9199811	9200219	-
Nuc_1_SRR6315594_peak_1950b	1	9199778	9200048	271	9199963	1434	1520.40125	NCU02786	9199811	9200219	-
Nuc_1_SRR6315594_peak_1954a	1	9209182	9209374	193	9209232	201	84.57552	NCU02783	9209219	9209535	-
Nuc_1_SRR6315594_peak_1954b	1	9209182	9209374	193	9209327	257	130.99492	NCU02783	9209219	9209535	-
Nuc_1_SRR6315594_peak_1958a	1	9224631	9224922	292	9224723	433	307.36047	NCU02778	9224560	9224912	+
Nuc_1_SRR6315594_peak_1958b	1	9224631	9224922	292	9224827	726	666.73145	NCU02778	9224560	9224912	+
Nuc_1_SRR6315594_peak_1972a	1	9340182	9340771	590	9340259	4031	4900.47803	NCU09269	9340116	9340815	+
Nuc_1_SRR6315594_peak_1972b	1	9340182	9340771	590	9340429	2041	1898.98608	NCU09269	9340116	9340815	+
Nuc_1_SRR6315594_peak_1972c	1	9340182	9340771	590	9340528	1290	958.92938	NCU09269	9340116	9340815	+
Nuc_1_SRR6315594_peak_1972d	1	9340182	9340771	590	9340707	2811	2988.04834	NCU09269	9340116	9340815	+
Nuc_1_SRR6315594_peak_1986a	1	9392417	9392687	271	9392485	939	962.16058	NCU09253	9392348	9392786	-
Nuc_1_SRR6315594_peak_1986b	1	9392417	9392687	271	9392602	1013	1069.97986	NCU09253	9392348	9392786	-
Nuc_1_SRR6315594_peak_1992	1	9411720	9411859	140	9411770	156	52.09926	NCU09249	9411684	9413139	+
Nuc_1_SRR6315594_peak_1993a	1	9411909	9412210	302	9411996	241	117.139	NCU09249	9411684	9413139	+
Nuc_1_SRR6315594_peak_1993b	1	9411909	9412210	302	9412127	482	362.66534	NCU09249	9411684	9413139	+
Nuc_1_SRR6315594_peak_2008a	1	9463889	9464221	333	9463968	1314	1379.27527	NCU09235	9463799	9464339	-
Nuc_1_SRR6315594_peak_2008b	1	9463889	9464221	333	9464121	852	740.84039	NCU09235	9463799	9464339	-
Nuc_1_SRR6315594_peak_2013	1	9532664	9532812	149	9532746	1694	2155.68237	NCU08597	9531908	9532900	+
Nuc_1_SRR6315594_peak_2014	1	9532852	9532935	84	9532894	131	36.38089	NCU08597	9531908	9532900	+
Nuc_1_SRR6315594_peak_2020	1	9560021	9560103	83	9560061	142	43.06638	NCU08602	9559800	9560485	+
Nuc_1_SRR6315594_peak_2021a	1	9560185	9560524	340	9560302	1938	2576.86084	NCU08602	9559800	9560485	+
Nuc_1_SRR6315594_peak_2021b	1	9560185	9560524	340	9560456	239	115.4386	NCU08602	9559800	9560485	+
Nuc_1_SRR6315594_peak_2032	1	9604566	9604652	87	9604609	111	25.26098	NCU08611	9602590	9605142	+
Nuc_1_SRR6315594_peak_2033	1	9604748	9604985	238	9604883	264	137.19359	NCU08611	9602590	9605142	+
Nuc_1_SRR6315594_peak_2034	1	9605048	9605174	127	9605118	368	237.75578	NCU08611	9602590	9605142	+
Nuc_1_SRR6315594_peak_2036a	1	9625296	9625676	381	9625351	4146	2936.18604	NCU08620	9625326	9625842	-
Nuc_1_SRR6315594_peak_2036b	1	9625296	9625676	381	9625532	21219	29480.13477	NCU08620	9625326	9625842	-
Nuc_1_SRR6315594_peak_2069a	2	96496	96744	249	96552	287	158.11354	NCU09595	96532	97366	-
Nuc_1_SRR6315594_peak_2069b	2	96496	96744	249	96684	191	76.94587	NCU09595	96532	97366	-
Nuc_1_SRR6315594_peak_2076	2	185793	185900	108	185833	101	20.26023	NCU03572	185816	186335	-
Nuc_1_SRR6315594_peak_2077	2	186069	186233	165	186168	230	107.87695	NCU03572	185816	186335	-
Nuc_1_SRR6315594_peak_2090a	2	233111	233543	433	233203	3066	3262.58228	NCU03559	233133	233611	+
Nuc_1_SRR6315594_peak_2090b	2	233111	233543	433	233440	2939	3077.12158	NCU03559	233133	233611	+
Nuc_1_SRR6315594_peak_2094a	2	248451	248829	379	248546	1080	1169.6283	NCU03554	248424	248791	+
Nuc_1_SRR6315594_peak_2094b	2	248451	248829	379	248753	579	478.32364	NCU03554	248424	248791	+
Nuc_1_SRR6315594_peak_2102	2	290414	290527	114	290470	358	227.46783	NCU03546	290235	290710	+
Nuc_1_SRR6315594_peak_2103	2	290617	290713	97	290663	189	75.44658	NCU03546	290235	290710	+
Nuc_1_SRR6315594_peak_2106	2	308481	308711	231	308564	578	477.0932	NCU03543	308272	308861	+
Nuc_1_SRR6315594_peak_2107	2	308768	308877	110	308824	120	30.09007	NCU03543	308272	308861	+
Nuc_1_SRR6315594_peak_2167b	2	636123	636413	291	636314	369	238.79109	NCU03461	636290	636674	-
Nuc_1_SRR6315594_peak_2168	2	636512	636594	83	636555	122	31.20299	NCU03461	636290	636674	-
Nuc_1_SRR6315594_peak_2175a	2	692089	692349	261	692140	191	76.94587	NCU03445	691749	692319	-
Nuc_1_SRR6315594_peak_2175b	2	692089	692349	261	692256	735	678.71521	NCU03445	691749	692319	-
Nuc_1_SRR6315594_peak_2184a	2	733313	733678	366	733377	346	215.28197	NCU03433	733348	735240	-
Nuc_1_SRR6315594_peak_2184b	2	733313	733678	366	733509	1166	1300.16382	NCU03433	733348	735240	-
Nuc_1_SRR6315594_peak_2184c	2	733313	733678	366	733615	184	71.73838	NCU03433	733348	735240	-
Nuc_1_SRR6315594_peak_2188a	2	764135	764570	436	764288	1195	1344.81238	NCU03425	764106	764565	+
Nuc_1_SRR6315594_peak_2188b	2	764135	764570	436	764519	118	28.99134	NCU03425	764106	764565	+
Nuc_1_SRR6315594_peak_2198a	2	827618	827927	310	827690	863	854.06378	NCU03407	827657	828610	-
Nuc_1_SRR6315594_peak_2198b	2	827618	827927	310	827838	339	208.25623	NCU03407	827657	828610	-
Nuc_1_SRR6315594_peak_2199	2	827999	828187	189	828107	327	187.82719	NCU03407	827657	828610	-
Nuc_1_SRR6315594_peak_2207a	2	857233	857511	279	857298	1791	1870.94226	NCU03396	857266	857660	-
Nuc_1_SRR6315594_peak_2207b	2	857233	857511	279	857453	438	211.59705	NCU03396	857266	857660	-
Nuc_1_SRR6315594_peak_2209	2	864893	865109	217	865023	4978	4900.96729	NCU03393	864897	865479	+
Nuc_1_SRR6315594_peak_2210	2	865147	865340	194	865278	13756	19458.33594	NCU03393	864897	865479	+
Nuc_1_SRR6315594_peak_2227a	2	951913	952387	475	952031	3217	4470.09131	NCU03366	951440	952399	+
Nuc_1_SRR6315594_peak_2227b	2	951913	952387	475	952164	1547	1670.35791	NCU03366	951440	952399	+
Nuc_1_SRR6315594_peak_2227c	2	951913	952387	475	952349	82	5.17072	NCU03366	951440	952399	+
Nuc_1_SRR6315594_peak_2229	2	962808	962991	184	962893	1313	1384.29541	NCU03364	962662	963452	+
Nuc_1_SRR6315594_peak_2230	2	963127	963322	196	963262	767	638.69965	NCU03364	962662	963452	+
Nuc_1_SRR6315594_peak_2231a	2	963356	963601	246	963435	450	279.37012	NCU03364	962662	963452	+
Nuc_1_SRR6315594_peak_2254	2	1053212	1053377	166	1053307	498	381.2023	NCU03336	1053305	1053745	-
Nuc_1_SRR6315594_peak_2255	2	1053412	1053614	203	1053498	304	174.09142	NCU03336	1053305	1053745	-
Nuc_1_SRR6315594_peak_2284	2	1424474	1424607	134	1424543	1152	1255.11365	NCU05363	1424457	1425225	+
Nuc_1_SRR6315594_peak_2285	2	1424663	1424790	128	1424725	287	152.79091	NCU05363	1424457	1425225	+
Nuc_1_SRR6315594_peak_2286a	2	1424834	1425063	230	1424918	185	69.21319	NCU05363	1424457	1425225	+
Nuc_1_SRR6315594_peak_2286b	2	1424834	1425063	230	1425003	120	28.23395	NCU05363	1424457	1425225	+
Nuc_1_SRR6315594_peak_2294a	2	1453680	1454048	369	1453748	726	657.83234	NCU05375	1453511	1454001	+
Nuc_1_SRR6315594_peak_2294b	2	1453680	1454048	369	1453990	3059	4623.30322	NCU05375	1453511	1454001	+
Nuc_1_SRR6315594_peak_2300	2	1485268	1485426	159	1485341	151	48.80884	NCU05386	1485141	1485785	+
Nuc_1_SRR6315594_peak_2301	2	1485681	1485802	122	1485743	240	116.28791	NCU05386	1485141	1485785	+
Nuc_1_SRR6315594_peak_2304a	2	1500738	1501083	346	1500887	4539	6074.90137	NCU05390	1500683	1501261	-
Nuc_1_SRR6315594_peak_2304b	2	1500738	1501083	346	1500967	3411	4151.20898	NCU05390	1500683	1501261	-
Nuc_1_SRR6315594_peak_2315a	2	1567909	1568231	323	1567961	1406	1678.43127	NCU10346	1567943	1568511	-
Nuc_1_SRR6315594_peak_2315b	2	1567909	1568231	323	1568124	610	516.83276	NCU10346	1567943	1568511	-
Nuc_1_SRR6315594_peak_2323a	2	1599389	1599664	276	1599489	1631	1673.94446	NCU05425	1599252	1599855	+
Nuc_1_SRR6315594_peak_2323b	2	1599389	1599664	276	1599593	4074	5759.04199	NCU05425	1599252	1599855	+
Nuc_1_SRR6315594_peak_2329	2	1621814	1621985	172	1621888	962	995.4101	NCU05435	1621874	1622588	-
Nuc_1_SRR6315594_peak_2330	2	1622025	1622176	152	1622084	372	241.90404	NCU05435	1621874	1622588	-
Nuc_1_SRR6315594_peak_2351a	2	1697067	1697335	269	1697116	188	74.70034	NCU16541	1697090	1697539	-
Nuc_1_SRR6315594_peak_2351b	2	1697067	1697335	269	1697236	883	882.23895	NCU16541	1697090	1697539	-
Nuc_1_SRR6315594_peak_2353a	2	1742777	1742996	220	1742833	196	80.73327	NCU06856	1742814	1743096	-
Nuc_1_SRR6315594_peak_2353b	2	1742777	1742996	220	1742944	195	79.97136	NCU06856	1742814	1743096	-
Nuc_1_SRR6315594_peak_2367	2	1814347	1814475	129	1814423	385	255.51326	NCU06838	1813696	1815042	+
Nuc_1_SRR6315594_peak_2368	2	1814945	1815108	164	1815027	929	947.78009	NCU06838	1813696	1815042	+
Nuc_1_SRR6315594_peak_2371a	2	1826160	1826443	284	1826254	1469	1127.4209	NCU06836	1825860	1826393	+
Nuc_1_SRR6315594_peak_2371b	2	1826160	1826443	284	1826376	10163	16064.80957	NCU06836	1825860	1826393	+
Nuc_1_SRR6315594_peak_2373	2	1837152	1837378	227	1837224	978	1018.68121	NCU06832	1837210	1838432	-
Nuc_1_SRR6315594_peak_2374	2	1837566	1837643	78	1837607	81	11.56077	NCU06832	1837210	1838432	-
Nuc_1_SRR6315594_peak_2379	2	1871130	1871292	163	1871207	557	451.42856	NCU06815	1870730	1871504	+
Nuc_1_SRR6315594_peak_2380	2	1871394	1871527	134	1871468	217	97.22405	NCU06815	1870730	1871504	+
Nuc_1_SRR6315594_peak_2391a	2	1950011	1950336	326	1950107	8447	12876.27637	NCU06783	1949963	1950289	+
Nuc_1_SRR6315594_peak_2391b	2	1950011	1950336	326	1950272	1108	749.39984	NCU06783	1949963	1950289	+
Nuc_1_SRR6315594_peak_2394a	2	1958904	1959159	256	1958963	1337	678.53467	NCU06779	1958928	1959243	-
Nuc_1_SRR6315594_peak_2394b	2	1958904	1959159	256	1959100	709	201.05489	NCU06779	1958928	1959243	-
Nuc_1_SRR6315594_peak_2411b	2	2027791	2028056	266	2027953	2100	2571.76807	NCU06760	2027845	2028811	-
Nuc_1_SRR6315594_peak_2412	2	2028330	2028447	118	2028388	173	44.56662	NCU06760	2027845	2028811	-
Nuc_1_SRR6315594_peak_2417	2	2056542	2056639	98	2056595	245	120.5612	NCU06754	2056425	2056766	+
Nuc_1_SRR6315594_peak_2418	2	2056701	2056793	93	2056744	180	68.81377	NCU06754	2056425	2056766	+
Nuc_1_SRR6315594_peak_2425a	2	2074421	2074649	229	2074485	560	455.07425	NCU06746	2074351	2074616	+
Nuc_1_SRR6315594_peak_2425b	2	2074421	2074649	229	2074597	371	240.86522	NCU06746	2074351	2074616	+
Nuc_1_SRR6315594_peak_2428a	2	2084954	2085420	467	2085031	8539	9188.77051	NCU06743	2084680	2085482	-
Nuc_1_SRR6315594_peak_2428b	2	2084954	2085420	467	2085260	12230	15016.60742	NCU06743	2084680	2085482	-
Nuc_1_SRR6315594_peak_2431	2	2096950	2097058	109	2097005	654	266.62646	NCU06738	2096932	2097550	+
Nuc_1_SRR6315594_peak_2432	2	2097137	2097301	165	2097198	1366	938.58014	NCU06738	2096932	2097550	+
Nuc_1_SRR6315594_peak_2434a	2	2098335	2098608	274	2098395	7866	11142.92773	NCU06737	2097643	2098587	-
Nuc_1_SRR6315594_peak_2434b	2	2098335	2098608	274	2098526	2793	2734.13867	NCU06737	2097643	2098587	-
Nuc_1_SRR6315594_peak_2436b	2	2111611	2112081	471	2111884	585	485.72208	NCU10430	2111818	2112108	-
Nuc_1_SRR6315594_peak_2436c	2	2111611	2112081	471	2112028	292	162.76891	NCU10430	2111818	2112108	-
Nuc_1_SRR6315594_peak_2444a	2	2205962	2206159	198	2206021	315	184.6503	NCU01839	2205951	2206327	+
Nuc_1_SRR6315594_peak_2444b	2	2205962	2206159	198	2206120	77	10.05474	NCU01839	2205951	2206327	+
Nuc_1_SRR6315594_peak_2445	2	2206193	2206277	85	2206236	170	57.91508	NCU01839	2205951	2206327	+
Nuc_1_SRR6315594_peak_2459	2	2268159	2268346	188	2268263	18476	27147.89648	NCU01827	2268141	2268834	+
Nuc_1_SRR6315594_peak_2460	2	2268423	2268583	161	2268513	2910	2027.19897	NCU01827	2268141	2268834	+
Nuc_1_SRR6315594_peak_2479	2	2364337	2364540	204	2364457	350	219.32423	NCU01804	2363917	2365216	-
Nuc_1_SRR6315594_peak_2480	2	2364946	2365108	163	2364998	1001	1052.33179	NCU01804	2363917	2365216	-
Nuc_1_SRR6315594_peak_2489	2	2396317	2396460	144	2396400	2527	2532.06128	NCU01793	2396235	2397574	+
Nuc_1_SRR6315594_peak_2491	2	2397495	2397578	84	2397538	249	38.05456	NCU01793	2396235	2397574	+
Nuc_1_SRR6315594_peak_2493a	2	2400719	2400975	257	2400782	2785	2993.85303	NCU01792	2400757	2401004	-
Nuc_1_SRR6315594_peak_2493b	2	2400719	2400975	257	2400908	893	546.54242	NCU01792	2400757	2401004	-
Nuc_1_SRR6315594_peak_2517a	2	2500962	2501244	283	2501019	958	813.46967	NCU01768	2500846	2501308	-
Nuc_1_SRR6315594_peak_2517b	2	2500962	2501244	283	2501108	4486	6714.2876	NCU01768	2500846	2501308	-
Nuc_1_SRR6315594_peak_2519	2	2511996	2512091	96	2512041	368	125.56008	NCU01766	2511782	2512365	+
Nuc_1_SRR6315594_peak_2520	2	2512220	2512374	155	2512323	296	80.02307	NCU01766	2511782	2512365	+
Nuc_1_SRR6315594_peak_2521a	2	2512596	2513064	469	2512722	3780	5182.45557	NCU01765	2512545	2513141	-
Nuc_1_SRR6315594_peak_2521b	2	2512596	2513064	469	2512867	1306	1201.7063	NCU01765	2512545	2513141	-
Nuc_1_SRR6315594_peak_2526	2	2527953	2528042	90	2527999	98	18.83997	NCU01759	2527979	2528211	-
Nuc_1_SRR6315594_peak_2527	2	2528072	2528217	146	2528130	609	515.57971	NCU01759	2527979	2528211	-
Nuc_1_SRR6315594_peak_2535	2	2553470	2553567	98	2553517	384	77.42512	NCU01748	2553455	2554534	-
Nuc_1_SRR6315594_peak_2536a	2	2553718	2554214	497	2553796	365	97.38959	NCU01748	2553455	2554534	-
Nuc_1_SRR6315594_peak_2536b	2	2553718	2554214	497	2553912	251	91.52667	NCU01748	2553455	2554534	-
Nuc_1_SRR6315594_peak_2536c	2	2553718	2554214	497	2554062	864	792.1875	NCU01748	2553455	2554534	-
Nuc_1_SRR6315594_peak_2540a	2	2567135	2567426	292	2567193	6192	7942.35059	NCU01744	2567182	2567521	-
Nuc_1_SRR6315594_peak_2540b	2	2567135	2567426	292	2567330	5429	6661.79199	NCU01744	2567182	2567521	-
Nuc_1_SRR6315594_peak_2544a	2	2585934	2586199	266	2586004	1681	1621.40112	NCU01740	2585927	2586362	-
Nuc_1_SRR6315594_peak_2544b	2	2585934	2586199	266	2586076	1399	1243.39233	NCU01740	2585927	2586362	-
Nuc_1_SRR6315594_peak_2545	2	2586227	2586355	129	2586289	403	163.44696	NCU01740	2585927	2586362	-
Nuc_1_SRR6315594_peak_2546a	2	2587442	2587740	299	2587487	247	59.6493	NCU01739	2587195	2587727	-
Nuc_1_SRR6315594_peak_2546b	2	2587442	2587740	299	2587613	1073	835.25665	NCU01739	2587195	2587727	-
Nuc_1_SRR6315594_peak_2550a	2	2596866	2597196	331	2596962	619	528.14227	NCU01737	2596668	2597160	+
Nuc_1_SRR6315594_peak_2550b	2	2596866	2597196	331	2597120	195	79.97136	NCU01737	2596668	2597160	+
Nuc_1_SRR6315594_peak_2552	2	2610612	2610760	149	2610679	221	100.46705	NCU01731	2610417	2611456	+
Nuc_1_SRR6315594_peak_2553	2	2610929	2611311	383	2611214	645	561.12958	NCU01731	2610417	2611456	+
Nuc_1_SRR6315594_peak_2572a	2	2677366	2677783	418	2677441	481	356.13684	NCU01702	2677435	2677839	-
Nuc_1_SRR6315594_peak_2572b	2	2677366	2677783	418	2677660	1178	1304.74231	NCU01702	2677435	2677839	-
Nuc_1_SRR6315594_peak_2583a	2	2706540	2706851	312	2706625	1800	1308.65649	NCU01692	2706519	2706814	+
Nuc_1_SRR6315594_peak_2583b	2	2706540	2706851	312	2706785	6537	8253.32812	NCU01692	2706519	2706814	+
Nuc_1_SRR6315594_peak_2584a	2	2710380	2710837	458	2710434	1103	593.83356	NCU01689	2710248	2710811	+
Nuc_1_SRR6315594_peak_2584b	2	2710380	2710837	458	2710585	975	479.58176	NCU01689	2710248	2710811	+
Nuc_1_SRR6315594_peak_2584c	2	2710380	2710837	458	2710785	4902	5606.06055	NCU01689	2710248	2710811	+
Nuc_1_SRR6315594_peak_2600	2	2766001	2766162	162	2766084	299	106.04204	NCU01665	2765796	2766543	+
Nuc_1_SRR6315594_peak_2601	2	2766448	2766564	117	2766513	334	203.276	NCU01665	2765796	2766543	+
Nuc_1_SRR6315594_peak_2610a	2	2797948	2798212	265	2798029	360	229.51587	NCU01654	2797974	2798234	-
Nuc_1_SRR6315594_peak_2610b	2	2797948	2798212	265	2798141	613	520.59625	NCU01654	2797974	2798234	-
Nuc_1_SRR6315594_peak_2617a	2	2823818	2824270	453	2823990	292	162.76891	NCU01646	2823755	2824240	+
Nuc_1_SRR6315594_peak_2617b	2	2823818	2824270	453	2824167	654	572.65503	NCU01646	2823755	2824240	+
Nuc_1_SRR6315594_peak_2624a	2	2864407	2864672	266	2864466	856	752.78534	NCU01638	2864458	2864767	-
Nuc_1_SRR6315594_peak_2624b	2	2864407	2864672	266	2864593	750	619.49237	NCU01638	2864458	2864767	-
Nuc_1_SRR6315594_peak_2625a	2	2874255	2874670	416	2874329	4939	3263.71851	NCU01635	2874241	2874853	-
Nuc_1_SRR6315594_peak_2625b	2	2874255	2874670	416	2874501	16493	19087.55469	NCU01635	2874241	2874853	-
Nuc_1_SRR6315594_peak_2636	2	2953969	2954107	139	2954030	140	41.82289	NCU01614	2953868	2954651	+
Nuc_1_SRR6315594_peak_2637a	2	2954306	2954740	435	2954411	853	840.05121	NCU01614	2953868	2954651	+
Nuc_1_SRR6315594_peak_2644a	2	2981444	2981729	286	2981500	849	817.1026	NCU01601	2981484	2981787	-
Nuc_1_SRR6315594_peak_2644b	2	2981444	2981729	286	2981671	126	33.47052	NCU01601	2981484	2981787	-
Nuc_1_SRR6315594_peak_2645a	2	2985737	2986039	303	2985851	722	661.42084	NCU01599	2985471	2985994	+
Nuc_1_SRR6315594_peak_2645b	2	2985737	2986039	303	2985955	257	130.99492	NCU01599	2985471	2985994	+
Nuc_1_SRR6315594_peak_2668a	2	3068597	3068990	394	3068760	2621	3366.36597	NCU01565	3068629	3069091	-
Nuc_1_SRR6315594_peak_2668b	2	3068597	3068990	394	3068903	1227	1184.85083	NCU01565	3068629	3069091	-
Nuc_1_SRR6315594_peak_2669a	2	3072586	3072861	276	3072670	488	290.59662	NCU01564	3072629	3073534	-
Nuc_1_SRR6315594_peak_2669b	2	3072586	3072861	276	3072848	102	9.85819	NCU01564	3072629	3073534	-
Nuc_1_SRR6315594_peak_2670a	2	3072928	3073103	176	3072972	123	17.19811	NCU01564	3072629	3073534	-
Nuc_1_SRR6315594_peak_2670b	2	3072928	3073103	176	3073059	118	15.303	NCU01564	3072629	3073534	-
Nuc_1_SRR6315594_peak_2673	2	3085036	3085213	178	3085100	3899	6014.37891	NCU01560	3085087	3086152	-
Nuc_1_SRR6315594_peak_2674	2	3085264	3085430	167	3085375	171	50.51386	NCU01560	3085087	3086152	-
Nuc_1_SRR6315594_peak_2679a	2	3110958	3111154	197	3110994	120	20.86119	NCU01550	3110920	3111625	+
Nuc_1_SRR6315594_peak_2679b	2	3110958	3111154	197	3111100	516	349.87958	NCU01550	3110920	3111625	+
Nuc_1_SRR6315594_peak_2680	2	3111372	3111756	385	3111491	2425	3194.20581	NCU01550	3110920	3111625	+
Nuc_1_SRR6315594_peak_2683a	2	3119617	3119811	195	3119667	321	46.65046	NCU01547	3119543	3119873	+
Nuc_1_SRR6315594_peak_2683b	2	3119617	3119811	195	3119757	513	145.21658	NCU01547	3119543	3119873	+
Nuc_1_SRR6315594_peak_2685	2	3125690	3125899	210	3125841	5708	6494.00977	NCU01545	3125519	3126054	+
Nuc_1_SRR6315594_peak_2686	2	3125967	3126058	92	3126014	574	143.77292	NCU01545	3125519	3126054	+
Nuc_1_SRR6315594_peak_2688a	2	3127966	3128155	190	3128013	417	158.87277	NCU01543	3127769	3129156	-
Nuc_1_SRR6315594_peak_2688b	2	3127966	3128155	190	3128112	270	64.29205	NCU01543	3127769	3129156	-
Nuc_1_SRR6315594_peak_2689	2	3128364	3128507	144	3128425	987	695.81732	NCU01543	3127769	3129156	-
Nuc_1_SRR6315594_peak_2695	2	3151024	3151138	115	3151085	301	171.2413	NCU01539	3150967	3151235	+
Nuc_1_SRR6315594_peak_2696	2	3151183	3151271	89	3151228	121	30.64477	NCU01539	3150967	3151235	+
Nuc_1_SRR6315594_peak_2697	2	3151559	3151688	130	3151621	527	415.36298	NCU15834	3151597	3152052	-
Nuc_1_SRR6315594_peak_2698	2	3151905	3152023	119	3151961	317	186.58809	NCU15834	3151597	3152052	-
